"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","significance"
"GZMK",1.6895582248223e-07,2.58673267890752,0.151,0.021,0.00253653376292571,"Significant"
"ANKRD10",1.73362078804823e-07,0.369942963800451,0.996,0.983,0.00260268488909681,"Significant"
"PFKP",1.75425489494561e-07,1.48987113965493,0.407,0.275,0.00263366287378184,"Significant"
"NELL2",1.83008890320434e-07,2.69994328935551,0.157,0.026,0.00274751247038068,"Significant"
"ANKRD44",1.86868472874639e-07,1.63149412991427,0.385,0.249,0.00280545638326695,"Significant"
"TNFRSF10B",1.88890153222316e-07,0.603739104213213,0.84,0.665,0.00283580787032663,"Significant"
"WDTC1",1.88939721373826e-07,0.603441921328817,0.818,0.622,0.00283655203698526,"Significant"
"KLRG1",1.91065614523809e-07,2.68626835245844,0.157,0.026,0.00286846807084595,"Significant"
"CEBPA",1.97522226496546e-07,1.28743227186529,0.49,0.386,0.00296540118639264,"Significant"
"STON2",1.98519037390389e-07,2.20258918757446,0.184,0.043,0.00298036630834191,"Significant"
"NCKAP5L",2.02415120628094e-07,0.969808413726873,0.591,0.494,0.00303885820598958,"Significant"
"SH2B3",2.10020377414845e-07,1.03934585963593,0.584,0.519,0.00315303592612906,"Significant"
"LILRB1",2.10024682752733e-07,1.64879364703977,0.267,0.103,0.00315310056216678,"Significant"
"UBA52",2.17742036252491e-07,0.250568382433533,1,1,0.00326896119025864,"Significant"
"RNF135",2.18845062994364e-07,0.594661270214064,0.88,0.725,0.00328552093073439,"Significant"
"ZNF358",2.1948404005185e-07,0.923016066771955,0.619,0.498,0.00329511389329843,"Significant"
"KLF7",2.29798724978252e-07,1.36909378754171,0.444,0.339,0.0034499682580985,"Significant"
"FCHSD2",2.32170936935902e-07,0.905841757807837,0.628,0.511,0.0034855822762187,"Significant"
"CYTH3",2.33666592817834e-07,0.700923880754957,0.715,0.579,0.00350803655797414,"Significant"
"GPR183",2.37020703670717e-07,2.71348982119346,0.155,0.026,0.00355839182420848,"Significant"
"PRF1",2.39549585553405e-07,2.31994613821262,0.182,0.043,0.00359635792791327,"Significant"
"IQGAP1",2.41195574283206e-07,0.554539674577075,0.829,0.639,0.00362106915671377,"Significant"
"STK38L",2.43060722841065e-07,0.63959791902778,0.757,0.601,0.00364907063201291,"Significant"
"PTAFR",2.44985551888923e-07,1.63634312712675,0.339,0.185,0.0036779680905084,"Significant"
"CD96",2.47838872560665e-07,2.08813046298955,0.164,0.03,0.00372080499375326,"Significant"
"SQOR",2.49117093889081e-07,1.39018026250633,0.416,0.292,0.00373999493055677,"Significant"
"ZNF783",2.58759517318956e-07,0.57553294716557,0.93,0.777,0.00388475663350949,"Significant"
"GET3",2.58907439742874e-07,0.487803944802198,0.969,0.798,0.00388697739285977,"Significant"
"AGTRAP",2.74878004230995e-07,0.444454942429105,0.978,0.833,0.00412674347751993,"Significant"
"MPRIP",2.75816427863468e-07,0.42964845063893,0.991,0.957,0.00414083203151425,"Significant"
"IFT122",2.76892418220809e-07,0.607533001244241,0.958,0.777,0.004156985874749,"Significant"
"NFIC",2.86908129239551e-07,0.319324688691537,1,1,0.00430735174427337,"Significant"
"ARSA",2.88594187758118e-07,0.420742440322109,0.991,0.906,0.00433266454081262,"Significant"
"EDN1",2.91831260657118e-07,2.09226071213427,0.28,0.12,0.00438126271624531,"Significant"
"SCGB1A1",3.06526665693476e-07,2.70137524484865,0.153,0.026,0.00460188483205616,"Significant"
"LPP",3.17834181584583e-07,0.434541868977804,0.967,0.854,0.00477164456812934,"Significant"
"RGS19",3.31771837502107e-07,0.839217165400407,0.646,0.528,0.00498089059641914,"Significant"
"NDRG1",3.33569530646278e-07,0.382544852948665,1,0.97,0.00500787936359257,"Significant"
"BCL2L11",3.37807222194252e-07,0.590302235468876,0.923,0.803,0.00507149982680231,"Significant"
"SDS",3.41207825263568e-07,0.854286726453974,0.716,0.609,0.00512255308068195,"Significant"
"VAMP2",3.44173605255513e-07,0.400657937471881,0.991,0.931,0.00516707833570101,"Significant"
"CBLB",3.48872673018617e-07,0.590637133363439,0.943,0.815,0.0052376254400285,"Significant"
"RNF44",3.49278548862632e-07,0.382319805355032,1,0.979,0.00524371885407469,"Significant"
"FLI1",3.61531097940595e-07,1.72533791713703,0.331,0.193,0.00542766637338214,"Significant"
"CLEC4C",3.67843047621977e-07,4.68626835245844,0.103,0,0.00552242767394875,"Significant"
"LOXL2",3.7899943905245e-07,0.52326626006413,0.91,0.768,0.00568991857849443,"Significant"
"SPHK1",3.80519558446101e-07,1.00236917966514,0.571,0.511,0.00571274013095132,"Significant"
"CD28",3.87898033086441e-07,2.1450272291666,0.186,0.047,0.00582351317072674,"Significant"
"CYBB",3.8991295943528e-07,1.69585440128764,0.32,0.159,0.00585376326000186,"Significant"
"TRIM4",3.96040227283631e-07,0.439608838413307,0.967,0.837,0.00594575193220915,"Significant"
"GBP5",4.01814152165296e-07,2.00644666539584,0.241,0.09,0.00603243586645759,"Significant"
"ACSL1",4.02436184647925e-07,0.627021537704687,0.79,0.618,0.0060417744401193,"Significant"
"MVB12B",4.15618060602427e-07,0.889701171755917,0.597,0.455,0.00623967394382424,"Significant"
"ARHGEF40",4.38698427954521e-07,0.999158964729829,0.573,0.502,0.00658617949888122,"Significant"
"CHST12",4.43071896256218e-07,0.528237029597378,0.882,0.704,0.0066518383784946,"Significant"
"LZTR1",4.48432412315324e-07,0.499499840852711,0.908,0.725,0.00673231580608995,"Significant"
"CHIT1",4.49299586066331e-07,2.48719700535661,0.223,0.077,0.00674533468561382,"Significant"
"PRKG1",4.58189091721726e-07,0.832326636798878,0.685,0.567,0.00687879283401826,"Significant"
"STAT5A",4.62297238638944e-07,1.69214491879511,0.335,0.197,0.00694046844368647,"Significant"
"CD52",4.65456158624958e-07,1.59370223372236,0.341,0.197,0.00698789330943649,"Significant"
"SASH1",4.66194029677911e-07,1.64249595042953,0.271,0.112,0.00699897096755447,"Significant"
"DISC1",4.72764085393678e-07,1.670796943696,0.333,0.197,0.00709760721401529,"Significant"
"KLRD1",4.75957581345445e-07,3.84546694730769,0.11,0.004,0.00714555116873916,"Significant"
"TRABD2A",4.76577240758485e-07,3.75665768034984,0.11,0.004,0.00715485411550714,"Significant"
"C4orf3",4.90855677495056e-07,0.495343052403573,0.985,0.888,0.00736921628623328,"Significant"
"RELT",4.94437937932099e-07,0.906598307337993,0.595,0.481,0.0074229967621746,"Significant"
"GBP2",5.16925388916454e-07,1.34723782988036,0.449,0.352,0.00776060086380272,"Significant"
"NCOR1",5.20085024821033e-07,0.480233057606844,0.976,0.888,0.00780803647763816,"Significant"
"NFIX",5.32869524536587e-07,1.67642056650209,0.331,0.193,0.00799997017186778,"Significant"
"MAN1C1",5.60663016043856e-07,1.65941713280901,0.315,0.172,0.00841723385986641,"Significant"
"WWC3",5.63603832657354e-07,0.638591649110683,0.801,0.635,0.00846138433968486,"Significant"
"TPM1",5.63897924794295e-07,0.40484121678672,0.996,0.966,0.00846579954493675,"Significant"
"MTMR14",5.89183695371445e-07,0.644077542197638,0.808,0.635,0.00884541481861151,"Significant"
"PAPSS1",6.00922461206772e-07,0.591800106108631,0.766,0.584,0.00902164891009728,"Significant"
"CD40LG",6.05207987722953e-07,2.51118164590035,0.142,0.021,0.00908598751968469,"Significant"
"C6orf62",6.11418152872472e-07,0.57355729015979,0.803,0.592,0.00917922072907442,"Significant"
"C3AR1",6.15656894854969e-07,1.39676173526345,0.365,0.227,0.00924285696245765,"Significant"
"DNASE1L3",6.17093906888406e-07,3.73357406723679,0.109,0.004,0.00926443082411564,"Significant"
"FAM20A",6.25562462544682e-07,1.49266435454661,0.322,0.159,0.00939156925018331,"Significant"
"TGFB3",6.47664178784772e-07,0.589733917853183,0.893,0.742,0.00972338231609579,"Significant"
"PAG1",6.57368876395771e-07,1.29430448807892,0.442,0.33,0.0098690789413297,"Significant"
"ETV6",6.85620072631448e-07,0.538696416256031,0.912,0.742,0.0102932141504159,"Significant"
"CCDC69",6.90197745014807e-07,1.74999395006882,0.274,0.12,0.0103619387459073,"Significant"
"SH3TC1",6.95655555790005e-07,1.32586610975644,0.394,0.27,0.0104438768590754,"Significant"
"CRTAP",7.16695775548044e-07,0.47841202427987,0.982,0.85,0.0107597536783028,"Significant"
"SELL",7.21814770984971e-07,2.16184739367233,0.193,0.056,0.0108366051567974,"Significant"
"TMEM273",7.27045675122875e-07,1.35703545694784,0.28,0.116,0.0109151367206197,"Significant"
"SLC43A3",7.4311599502937e-07,0.939952790109647,0.602,0.532,0.0111564004333759,"Significant"
"TMBIM1",7.47980961370765e-07,0.396864065983754,0.994,0.91,0.0112294381730593,"Significant"
"ARHGAP30",7.50538311300261e-07,1.821869838964,0.313,0.18,0.0112678316675508,"Significant"
"IGFBP5",7.91816548708271e-07,0.478363877849512,0.994,0.944,0.0118875418457573,"Significant"
"GATAD2A",8.09039606719951e-07,0.340484943428192,0.998,0.983,0.0121461116156866,"Significant"
"EGR3",8.28550844085615e-07,1.58673267890752,0.285,0.124,0.0124390338222573,"Significant"
"CCDC130",8.41810808429505e-07,0.607717704036859,0.952,0.833,0.0126381056669522,"Significant"
"SATB1",8.44037221177945e-07,0.906368962286895,0.595,0.459,0.0126715308015445,"Significant"
"SP140",8.52054724310383e-07,1.89485497426986,0.199,0.06,0.0127918975760718,"Significant"
"TBX21",8.67539563103661e-07,2.63023431754411,0.145,0.026,0.0130243714608753,"Significant"
"GALNT2",8.69538308239554e-07,0.563481046806242,0.86,0.695,0.0130543786216004,"Significant"
"CD3G",8.75029409280586e-07,2.58673267890752,0.145,0.026,0.0131368165215294,"Significant"
"CCDC159",9.14546136293769e-07,0.506773199565353,0.937,0.785,0.0137300811441783,"Significant"
"FCHO1",9.28397942003625e-07,1.97202283479231,0.186,0.052,0.0139380383033004,"Significant"
"VAC14",9.36379328715998e-07,0.519361542579039,0.937,0.798,0.0140578628620133,"Significant"
"PKN1",9.76307966628601e-07,0.366024665282428,0.994,0.966,0.0146573115029952,"Significant"
"CPVL",9.92701913160151e-07,1.78366511525302,0.308,0.163,0.0149034338222733,"Significant"
"NPL",9.96346302031998e-07,0.811932256997869,0.74,0.635,0.0149581470324064,"Significant"
"ZBTB47",1.02605230630254e-06,0.628221067090565,0.836,0.687,0.01540412327452,"Significant"
"NCBP3",1.03874164320284e-06,0.568829304900162,0.875,0.721,0.0155946282894042,"Significant"
"CNPY3",1.04950337778893e-06,0.380731484305387,0.994,0.974,0.0157561942107452,"Significant"
"MAPK1",1.06122292299017e-06,0.502619632396922,0.989,0.893,0.0159321397428515,"Significant"
"RGS1",1.0943708364375e-06,1.45031348068093,0.385,0.266,0.0164297893674361,"Significant"
"TGFB1I1",1.10742100070102e-06,0.940200551184979,0.562,0.455,0.0166257114835244,"Significant"
"IL11RA",1.1513911702736e-06,0.771600406258199,0.657,0.558,0.0172858356393175,"Significant"
"RAMP3",1.16533088610538e-06,0.997801275983421,0.608,0.489,0.0174951125931001,"Significant"
"COL12A1",1.18087710051577e-06,0.850601253623122,0.674,0.614,0.0177285079100432,"Significant"
"ARHGEF18",1.18802185571083e-06,0.853855972809195,0.595,0.455,0.0178357721197866,"Significant"
"ADGRG5",1.2522042624457e-06,3.14861156651564,0.112,0.009,0.0187993425920974,"Significant"
"RTN4",1.25755728793799e-06,0.304255040493155,1,0.987,0.018879707563813,"Significant"
"LMOD1",1.29283582434089e-06,1.30293971290693,0.414,0.288,0.0194093442308298,"Significant"
"PLD4",1.38931954179834e-06,1.59512046440024,0.346,0.197,0.0208578542810185,"Significant"
"IGHG3",1.39845115351305e-06,4.05653598161726,0.225,0.09,0.0209949471676914,"Significant"
"CSDE1",1.42010079285851e-06,0.4912938619801,0.972,0.773,0.0213199732031848,"Significant"
"SAP30",1.44182730007928e-06,0.91362200366539,0.582,0.476,0.0216461532560903,"Significant"
"SYNE1",1.47600999517922e-06,2.36434025757108,0.149,0.03,0.0221593380576257,"Significant"
"P2RX5",1.51472596623905e-06,2.46387593112199,0.142,0.026,0.0227405809311468,"Significant"
"CMPK1",1.53965757307394e-06,0.451358048235675,0.98,0.85,0.023114879144559,"Significant"
"DOCK10",1.56879039060603e-06,1.56026046754633,0.331,0.197,0.0235522501341683,"Significant"
"KANSL1",1.56995912948259e-06,0.546253609552453,0.818,0.627,0.0235697964109222,"Significant"
"JMJD1C",1.58072575135777e-06,0.494940202988032,0.875,0.665,0.0237314357051342,"Significant"
"HERC5",1.62414714382297e-06,2.00644666539584,0.169,0.043,0.0243833210702142,"Significant"
"CST7",1.63349555039838e-06,2.41680767746521,0.155,0.034,0.0245236686981308,"Significant"
"SH2D2A",1.63986506263454e-06,1.88517242087252,0.297,0.163,0.0246192941853324,"Significant"
"TNFRSF25",1.64913765647845e-06,0.576536911801634,0.873,0.691,0.0247585036367109,"Significant"
"MERTK",1.65720253475797e-06,1.26289499401153,0.385,0.253,0.0248795816543214,"Significant"
"CCDC102B",1.67910436007259e-06,0.886158775300037,0.604,0.519,0.0252083937577698,"Significant"
"PPM1F",1.69456237751271e-06,0.733574067236794,0.691,0.622,0.0254404649735982,"Significant"
"FMOD",1.71897161661517e-06,0.694321986897146,0.7,0.631,0.0258069208802435,"Significant"
"CDC25B",1.7389281062543e-06,0.503098844506634,0.932,0.79,0.0261065276591958,"Significant"
"KLF4",1.8110705488184e-06,1.60312711715819,0.319,0.185,0.0271896021494107,"Significant"
"IKBKE",1.84280567389302e-06,0.839919298784969,0.569,0.438,0.0276660415821559,"Significant"
"ST8SIA1",1.8668898940022e-06,2.51118164590035,0.14,0.026,0.0280276179786551,"Significant"
"PPIC",1.88560920969369e-06,0.619647301380258,0.779,0.644,0.0283086510651314,"Significant"
"TBC1D8",1.88788537289003e-06,0.619029014990689,0.7,0.536,0.028342823103198,"Significant"
"STAT5B",1.91066809425134e-06,1.1224360185013,0.49,0.412,0.0286848600989954,"Significant"
"MMRN2",1.99777800544224e-06,1.07393683234019,0.534,0.451,0.0299926411957043,"Significant"
"THEMIS",2.01276019092228e-06,2.07215950607776,0.155,0.034,0.0302175687463163,"Significant"
"ACKR1",2.10531417330652e-06,2.187462495487,0.173,0.047,0.0316070816838507,"Significant"
"TOM1L2",2.1721316786639e-06,0.548679333135815,0.801,0.597,0.0326102128917812,"Significant"
"DGKZ",2.20608706574629e-06,0.464657667820005,0.983,0.914,0.033119985118049,"Significant"
"CXCL9",2.21650311810739e-06,1.80043937237775,0.155,0.034,0.0332763613121462,"Significant"
"IGLC1",2.23169023945151e-06,2.59700101436135,0.225,0.086,0.0335043655648855,"Significant"
"ZBTB7A",2.23891533899735e-06,0.260109698378007,1,1,0.0336128359843673,"Significant"
"GRAMD1B",2.27864656191633e-06,1.97375580201677,0.179,0.052,0.0342093208340498,"Significant"
"TIE1",2.35959479814169e-06,1.36707005032665,0.407,0.3,0.0354245967045011,"Significant"
"UNC13D",2.3951561127967e-06,0.7616273547125,0.597,0.485,0.0359584787214169,"Significant"
"GBP1",2.42298998208438e-06,1.80376191547688,0.293,0.163,0.0363763486010327,"Significant"
"LCP1",2.43909304496613e-06,0.499317811554964,0.983,0.871,0.0366181038840765,"Significant"
"C1RL",2.4439989762142e-06,0.842160590630912,0.604,0.515,0.0366917566299038,"Significant"
"FLCN",2.68928989151284e-06,0.449720759560649,0.974,0.897,0.0403743091412822,"Significant"
"ALDH1A1",2.73032710108354e-06,1.56364906579448,0.315,0.185,0.0409904007685672,"Significant"
"RGS5",2.78652041189483e-06,0.652293919781999,0.858,0.678,0.0418340309437771,"Significant"
"LILRA4",2.80862423530396e-06,2.38423981500878,0.169,0.047,0.0421658756446184,"Significant"
"SMTN",2.98628091315006e-06,0.529253459903512,0.783,0.635,0.0448330353491219,"Significant"
"ITGAM",3.01095974029491e-06,1.46180606700669,0.341,0.215,0.0452035385810475,"Significant"
"NOL4L",3.02926560922678e-06,0.405890033185684,0.983,0.876,0.0454783645913217,"Significant"
"EEPD1",3.1349640241673e-06,0.772961015178051,0.615,0.506,0.0470652148948237,"Significant"
"HSPA12B",3.16487402636916e-06,1.08952868396093,0.483,0.395,0.0475142537578802,"Significant"
"ZNF394",3.17271612140661e-06,0.491816321033415,0.915,0.717,0.0476319871306775,"Significant"
"YTHDC1",3.17543989007819e-06,0.45247116784974,0.961,0.871,0.0476728790697439,"Significant"
"GNB4",3.28292761388292e-06,1.13301471146462,0.446,0.356,0.0492865922672243,"Significant"
"PCM1",3.28977549611902e-06,0.690633545019839,0.654,0.502,0.0493893995232349,"Significant"
