"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","significance"
"VIM",1.04164683746839e-96,1.75656256909682,1,1,1.5638243970913e-92,"Significant"
"CD74",2.95425431168261e-95,2.5719065751083,1,1,4.43522199812911e-91,"Significant"
"ZFP36L2",8.5710553996594e-90,2.4929806902014,1,0.85,1.28677254715087e-85,"Significant"
"FTL",9.19140347249744e-87,2.16019609862739,1,1,1.37990540332604e-82,"Significant"
"COL3A1",1.00366482794148e-84,1.46441163949769,1,1,1.50680200618854e-80,"Significant"
"CEBPD",2.07119985283312e-84,2.64177153190465,0.994,0.742,3.10949233905836e-80,"Significant"
"KCTD12",5.05144493608696e-83,2.10819490354634,1,0.88,7.58373428254735e-79,"Significant"
"MAFB",3.15911422443392e-81,2.23653727670376,1,0.893,4.74277818514264e-77,"Significant"
"C1R",1.05306277844219e-80,2.26413860259642,0.996,0.807,1.58096314927526e-76,"Significant"
"CXCR4",1.69072374082625e-80,2.8251540227109,0.994,0.734,2.53828355210244e-76,"Significant"
"TIMP2",9.2172818533933e-78,1.58691219673777,1,0.953,1.38379052464994e-73,"Significant"
"LY6E",1.21632162969097e-76,1.92597923580125,1,0.91,1.82606366265506e-72,"Significant"
"COL6A3",1.44041220040356e-76,1.4480401388633,1,1,2.16249083646586e-72,"Significant"
"C1QC",7.19376271886919e-76,2.14787086092359,1,0.871,1.07999959698383e-71,"Significant"
"COL1A1",8.20552573934262e-76,1.40889451397981,1,1,1.23189557924751e-71,"Significant"
"IGFBP4",2.67112664757336e-75,1.77641838136937,0.998,0.893,4.01016243600189e-71,"Significant"
"CCN1",4.28357759842335e-75,2.13050103780844,0.998,0.854,6.43093504851298e-71,"Significant"
"TXNIP",1.2855741166403e-74,1.80097335252238,0.998,0.953,1.93003242131209e-70,"Significant"
"C1QA",2.3597683976689e-73,2.21749314425012,0.998,0.88,3.54272029542033e-69,"Significant"
"IFITM3",1.94535117144679e-71,1.62824231377527,1,0.97,2.92055571369307e-67,"Significant"
"FXYD5",2.1792663610815e-71,1.90936188643959,1,0.841,3.27173258789166e-67,"Significant"
"ZFP36L1",3.08682310304919e-71,1.37153387063222,1,0.987,4.63424752460775e-67,"Significant"
"CD44",2.14804950693499e-70,1.90786368467394,0.998,0.841,3.22486672476151e-66,"Significant"
"CYBA",4.06805071971384e-69,2.10878097229943,0.993,0.76,6.10736454550639e-65,"Significant"
"COL1A2",7.51782869395594e-69,1.26730266075309,1,1,1.12865162182361e-64,"Significant"
"ZFP36",8.93861616526872e-69,1.5343218009209,1,0.94,1.34195444489179e-64,"Significant"
"COL6A2",7.29379445988202e-68,1.13304642288118,1,1,1.09501736226209e-63,"Significant"
"KLF6",3.7188307964575e-67,1.19060461647731,1,0.983,5.58308067472165e-63,"Significant"
"MMP2",1.29858838666539e-66,2.37986995586468,0.989,0.7,1.94957074490075e-62,"Significant"
"WIPF1",2.78227702810155e-66,2.27392172043588,0.996,0.721,4.17703250228886e-62,"Significant"
"FOS",3.34334125676528e-66,1.70645991509373,1,0.867,5.01935822878172e-62,"Significant"
"APOE",6.22586564317383e-66,1.89682411964839,1,1,9.34689209009687e-62,"Significant"
"SAT1",1.41637396140478e-65,1.49372626898625,1,1,2.126402228257e-61,"Significant"
"SAMHD1",1.58138853751909e-65,1.89150842894907,0.998,0.828,2.37413861137741e-61,"Significant"
"IKZF1",2.29444114614684e-65,3.00874594079784,0.924,0.391,3.44464449271025e-61,"Significant"
"MAF",9.61406305997411e-65,1.92342412646663,0.998,0.837,1.44335928719391e-60,"Significant"
"COL6A1",9.50699270164784e-64,1.11789353690673,1,0.996,1.42728481429839e-59,"Significant"
"LAPTM5",2.53961783406e-63,1.75362998765227,1,0.888,3.81272825427428e-59,"Significant"
"C1QB",9.31423277521738e-63,1.99717938524301,0.998,0.863,1.39834576654339e-58,"Significant"
"CTSZ",1.07850669300339e-62,1.30010747238616,1,0.996,1.619162098206e-58,"Significant"
"FCGRT",1.275495330789e-62,1.72875168377995,0.994,0.803,1.91490114011353e-58,"Significant"
"TRIM22",1.85143437545794e-62,2.33469479582255,0.982,0.622,2.77955842787501e-58,"Significant"
"MARCKS",2.20282575433736e-61,0.860836537072669,1,1,3.30710230498668e-57,"Significant"
"ARHGDIB",4.66654137961078e-61,1.8821530582429,0.996,0.803,7.00587857320967e-57,"Significant"
"GRN",9.25421850494363e-61,1.2518301130207,1,1,1.38933582414719e-56,"Significant"
"CEBPB",9.83104995916961e-61,1.65638014151158,0.996,0.837,1.47593553037013e-56,"Significant"
"ACTB",1.93559826424724e-60,0.772427730431242,1,1,2.90591367411438e-56,"Significant"
"AEBP1",2.69134393234193e-60,1.61640354558387,1,0.927,4.04051464562495e-56,"Significant"
"CTSB",3.35700264067088e-60,1.25798109316495,1,1,5.0398680644392e-56,"Significant"
"TMC8",4.87489655749042e-60,3.0929086775801,0.877,0.33,7.31868220176036e-56,"Significant"
"BTG1",1.71858689096097e-59,2.31815815614178,0.965,0.592,2.5801144993997e-55,"Significant"
"LSP1",2.68259357025176e-59,1.84739618027857,1,0.85,4.02737772701897e-55,"Significant"
"TGFBR2",1.05671356093293e-58,2.1722536062046,0.972,0.588,1.5864440690286e-54,"Significant"
"CST3",1.7873001318677e-58,0.686502775019116,1,1,2.68327368797298e-54,"Significant"
"TSC22D3",2.61941906308736e-57,0.979949817986655,1,1,3.93253383941305e-53,"Significant"
"CORO1A",3.47563073472781e-57,2.64192297197402,0.93,0.485,5.21796442204686e-53,"Significant"
"CAPN2",1.40753783467489e-56,1.5646480138819,1,0.837,2.11313655119741e-52,"Significant"
"CD68",6.48141574925582e-56,1.80214906450858,0.998,0.88,9.73054946435777e-52,"Significant"
"SERPINF1",6.48411934831458e-56,1.76615765209056,0.991,0.751,9.73460837762468e-52,"Significant"
"STAB1",6.98528436061867e-56,1.76838274959199,0.993,0.79,1.04870074105968e-51,"Significant"
"EGR1",1.72516071833831e-55,1.44332219597853,0.994,0.953,2.58998378644131e-51,"Significant"
"ARL4C",1.77772195046028e-55,2.36493530605998,0.928,0.524,2.66889396422602e-51,"Significant"
"ITGB2",2.93079590937667e-55,2.17368190710476,0.978,0.639,4.40000389874719e-51,"Significant"
"BST2",4.29764430468523e-55,1.81122662288926,0.991,0.777,6.45205339462394e-51,"Significant"
"CD163",4.41697031740442e-55,2.48448262065957,0.926,0.485,6.63119753751925e-51,"Significant"
"CD37",2.17714470819432e-54,2.39581848904424,0.928,0.489,3.26854735041213e-50,"Significant"
"ZYX",3.92580131302624e-54,1.13034991315244,1,0.979,5.89380551124629e-50,"Significant"
"TYMP",6.1427845791741e-54,1.62616789207487,0.998,0.863,9.22216248871407e-50,"Significant"
"GSTP1",6.67075534024607e-54,1.89730348141261,0.985,0.674,1.00148049923114e-49,"Significant"
"ODF3B",1.58108564373642e-53,2.09511763969549,0.976,0.614,2.37368387694149e-49,"Significant"
"MS4A6A",1.65321584235321e-53,2.2009166636982,0.954,0.622,2.48197294412488e-49,"Significant"
"KLF2",1.73386344248189e-53,1.54012668477178,0.998,0.936,2.60304918619806e-49,"Significant"
"FAM118A",1.80349074343717e-53,1.69903564853231,0.985,0.751,2.70758065312223e-49,"Significant"
"CSF1R",8.27184760231649e-53,2.16861578669671,0.926,0.494,1.24185248053578e-48,"Significant"
"SFRP2",8.35588228937523e-53,1.32391036653074,0.998,0.957,1.2544686081039e-48,"Significant"
"ARHGAP4",2.73767324883107e-52,2.07555275352419,0.976,0.618,4.11006884847008e-48,"Significant"
"NFKBIA",2.88419854694844e-52,1.47141360144772,1,0.884,4.3300472785337e-48,"Significant"
"IGFBP7",3.2374124097032e-52,1.21050287239365,1,0.996,4.86032725068741e-48,"Significant"
"C3",3.39259167590938e-52,2.22624186058877,0.965,0.627,5.09329788304275e-48,"Significant"
"AKNA",1.27994105554334e-51,2.25803135542473,0.969,0.614,1.92157550668722e-47,"Significant"
"IL32",3.10199285314379e-51,2.87087611133541,0.825,0.33,4.65702187042478e-47,"Significant"
"ARHGEF1",4.66248336922783e-51,1.07933002214851,1,1,6.99978628222175e-47,"Significant"
"CHST11",5.58950782810795e-51,1.96112819368902,0.948,0.588,8.39152810233847e-47,"Significant"
"SERPING1",1.46599169851282e-50,1.69855852357245,0.993,0.773,2.20089333697729e-46,"Significant"
"CD14",2.0685010487514e-50,2.48813274320301,0.891,0.468,3.10544062449048e-46,"Significant"
"IRF8",3.90668400025125e-50,2.94050963983423,0.842,0.378,5.8651046895772e-46,"Significant"
"GSN",6.2888166591413e-50,1.02605483030979,1,0.991,9.44140045036884e-46,"Significant"
"FMNL1",8.16123156809237e-50,2.51483976042574,0.867,0.399,1.22524569531771e-45,"Significant"
"SPI1",1.04912872128846e-49,1.82474699962562,0.996,0.815,1.57505694927037e-45,"Significant"
"LCP2",1.65233183414062e-49,1.95045140090139,0.974,0.592,2.48064578259531e-45,"Significant"
"CXCL12",5.98347832930089e-49,2.09925073024889,0.947,0.579,8.98299601577942e-45,"Significant"
"A2M",2.3313433453458e-48,1.51721820401527,0.998,0.858,3.50004576436766e-44,"Significant"
"CCN2",4.1789876341687e-48,1.25805093938739,1,0.923,6.27391413517747e-44,"Significant"
"NLRC5",8.24913669443776e-48,2.04371836018434,0.936,0.506,1.23844289193594e-43,"Significant"
"APOL6",5.50597281766787e-47,1.85378947128999,0.972,0.67,8.26611699116478e-43,"Significant"
"ITGAX",9.6744526995818e-47,2.01709775971335,0.967,0.652,1.45242558378822e-42,"Significant"
"CELF2",1.10301485159606e-46,2.578398195642,0.829,0.378,1.65595619670117e-42,"Significant"
"JUNB",1.32469617984444e-46,0.934692556716314,1,1,1.98876637480046e-42,"Significant"
"ENG",3.54777850952987e-46,1.47116936898922,1,0.884,5.3262798763572e-42,"Significant"
"LGMN",4.34343010190484e-46,1.18869707567068,0.996,0.957,6.52079161198974e-42,"Significant"
"GPNMB",4.75488236372175e-46,1.80983561246759,0.996,0.803,7.13850489265546e-42,"Significant"
"CFLAR",1.51995906887279e-45,1.1230840207727,1,0.979,2.28191455009872e-41,"Significant"
"TPP1",3.06268377357901e-45,0.913310882706769,0.998,0.996,4.59800714927417e-41,"Significant"
"LYZ",7.6286695765157e-45,2.44927753446179,0.908,0.511,1.1452921635223e-40,"Significant"
"CTHRC1",7.98409405097472e-45,1.4784237910563,0.989,0.841,1.19865203987283e-40,"Significant"
"UBA7",8.90430065602542e-44,1.74298121831567,0.967,0.674,1.3368026574891e-39,"Significant"
"FBN1",9.22301205851554e-44,1.12641582040144,1,0.944,1.38465080034494e-39,"Significant"
"MGP",1.01505231708638e-43,1.53086376875484,0.998,0.931,1.52389804364178e-39,"Significant"
"FGD2",1.3333150581977e-43,2.3358195171473,0.827,0.433,2.00170589687221e-39,"Significant"
"ANXA2",1.60278180724955e-43,1.5682437429193,0.987,0.747,2.40625632722374e-39,"Significant"
"PECAM1",2.70596301357393e-43,1.86901496933459,0.932,0.601,4.06246227227854e-39,"Significant"
"IFI27",3.34522288688246e-43,1.0497710168085,1,0.944,5.02218312007664e-39,"Significant"
"SLA",4.90797828154203e-43,2.56096958284244,0.788,0.378,7.36834779407905e-39,"Significant"
"ETS1",5.85938100519189e-43,1.87346692022024,0.926,0.609,8.79668870309458e-39,"Significant"
"RIN3",5.90160793907775e-43,1.94757807782277,0.899,0.515,8.86008399893743e-39,"Significant"
"PLEKHO1",6.09869497565903e-43,1.84602856220126,0.932,0.597,9.1559707669569e-39,"Significant"
"PPP1R18",8.68685119473464e-43,1.80712274733282,0.915,0.558,1.30415696986551e-38,"Significant"
"IFI30",1.15183022339339e-42,1.21189153344444,1,0.987,1.72924271438049e-38,"Significant"
"SPARC",1.19562837859377e-42,0.783552733753306,1,1,1.79499688478283e-38,"Significant"
"TMSB4X",1.36168031100804e-42,0.863374725480115,1,1,2.04429065091637e-38,"Significant"
"CTSC",1.64141909367149e-42,1.26177052393053,1,0.914,2.46426248532901e-38,"Significant"
"EMILIN1",4.74912574588814e-42,1.50539212098444,0.983,0.815,7.12986248230186e-38,"Significant"
"THBS2",5.06311873997836e-42,1.13008396765726,1,0.979,7.60126016432951e-38,"Significant"
"DEPP1",6.13581472774928e-42,2.79467394394643,0.777,0.33,9.21169865076999e-38,"Significant"
"GM2A",1.17942853613101e-41,1.57909045825699,0.993,0.88,1.77067606129349e-37,"Significant"
"GEM",1.3344707806338e-41,1.88339331827898,0.89,0.511,2.00344098296553e-37,"Significant"
"FBLN2",2.519451010999e-41,1.65159577480366,0.969,0.695,3.7824518028128e-37,"Significant"
"ZEB2",2.93507084017555e-41,2.01521687502357,0.842,0.459,4.40642185235555e-37,"Significant"
"ARRDC2",3.74759929125855e-41,1.71614463646666,0.947,0.657,5.62627081596647e-37,"Significant"
"FYB1",4.87841957025263e-41,2.3054804151325,0.816,0.403,7.32397130082027e-37,"Significant"
"MX2",5.95007195554659e-41,1.84190201099252,0.937,0.562,8.9328430268621e-37,"Significant"
"SRGN",7.09518372720863e-41,1.82096459372296,0.967,0.605,1.06519993296583e-36,"Significant"
"PSAP",7.74290889028929e-41,0.856901127351972,1,1,1.16244291169913e-36,"Significant"
"SDC3",7.85425837298421e-41,1.59904594034637,0.989,0.82,1.17915980953612e-36,"Significant"
"HTRA1",1.80350706808822e-40,1.30109078979954,0.996,0.901,2.70760516132084e-36,"Significant"
"TMEM176B",3.41388782227063e-40,1.32290024869224,0.996,0.794,5.1252697875749e-36,"Significant"
"VWF",3.44097929387556e-40,2.07420140624489,0.948,0.639,5.16594221389538e-36,"Significant"
"SLCO2B1",4.6544688776747e-40,1.98826591383662,0.873,0.541,6.98775412605302e-36,"Significant"
"HSPG2",8.06828270538461e-40,1.1560892456851,1,0.957,1.21129128255939e-35,"Significant"
"IGHA1",9.78587755949057e-40,3.26914366354486,0.958,0.519,1.46915379800632e-35,"Significant"
"MSN",1.09475552845093e-39,1.45731821509983,0.987,0.704,1.64355647486338e-35,"Significant"
"NPC2",1.16827163476344e-39,1.08596852867045,0.996,0.974,1.75392620527034e-35,"Significant"
"CAVIN1",1.48145636418065e-39,1.25863819766988,1,0.918,2.2241104395444e-35,"Significant"
"SGK1",2.43037365298693e-39,1.59897423760334,0.959,0.597,3.64871996522928e-35,"Significant"
"SLC15A3",2.48081586713672e-39,1.76568755325788,0.895,0.528,3.72444886133235e-35,"Significant"
"ISG20",2.60142657098547e-39,2.4479861773195,0.816,0.403,3.90552171102049e-35,"Significant"
"MYL9",2.71419104395195e-39,1.18537011652576,1,0.991,4.07481501428506e-35,"Significant"
"SOD2",4.21621968101126e-39,1.02681844894895,0.998,0.987,6.3298106071022e-35,"Significant"
"SH3BGRL3",5.22748994069912e-39,0.716097968672841,1,1,7.84803064797159e-35,"Significant"
"ADGRE5",5.31978275412607e-39,2.28437195286766,0.786,0.395,7.98658984876947e-35,"Significant"
"MS4A7",5.88476364657478e-39,1.68517911492773,0.921,0.592,8.83479566260271e-35,"Significant"
"OAS2",8.2469329746336e-39,1.61090075023066,0.982,0.652,1.23811204748174e-34,"Significant"
"IGHG1",9.83366517790233e-39,3.16840071745974,0.982,0.554,1.47632815315848e-34,"Significant"
"PODN",1.31267359419081e-38,1.46003030261322,0.987,0.721,1.97071686695866e-34,"Significant"
"C1S",1.32653625517335e-38,1.99610797175043,0.827,0.455,1.99152887989175e-34,"Significant"
"UBE2L6",6.17018782826259e-38,1.29211821965342,0.994,0.82,9.26330298657063e-34,"Significant"
"LRP1",6.20097088571588e-38,1.17681293966333,1,0.918,9.30951759072525e-34,"Significant"
"EMP1",1.5700391450894e-37,1.40259381824551,0.994,0.794,2.35709976852272e-33,"Significant"
"GAS6",2.28872214034767e-37,1.66486587572621,0.906,0.558,3.43605854930396e-33,"Significant"
"LGALS3",4.81580861302717e-37,1.07471463067993,0.998,0.974,7.22997347073769e-33,"Significant"
"CIITA",5.02225757229829e-37,2.3051623216363,0.777,0.425,7.53991529329142e-33,"Significant"
"ARRB2",5.3602460207726e-37,1.3089972237273,0.985,0.854,8.0473373509859e-33,"Significant"
"CCDC80",8.9360305684562e-37,1.90385978753106,0.818,0.489,1.34156626924233e-32,"Significant"
"XAF1",9.94652519143135e-37,1.64571899388266,0.947,0.635,1.49327182698959e-32,"Significant"
"MMP14",1.22233981237828e-36,1.08796291231972,1,0.936,1.83509876032351e-32,"Significant"
"PRRX1",1.35049910054986e-36,1.57250324260338,0.897,0.627,2.0275042996555e-32,"Significant"
"MPEG1",2.18357725771497e-36,2.85939578593909,0.696,0.288,3.27820453700748e-32,"Significant"
"IGKC",2.38935765730977e-36,3.01270509865104,0.969,0.562,3.58714265091916e-32,"Significant"
"CAV1",3.83654092300395e-36,1.71750373169551,0.923,0.609,5.75979888770583e-32,"Significant"
"TMEM173",5.5853280862788e-36,1.5386634314091,0.934,0.601,8.38525305593036e-32,"Significant"
"ID3",5.72609644773211e-36,1.31324226828844,0.989,0.828,8.59658859698021e-32,"Significant"
"FOSL2",6.98618456346855e-36,1.3319187798787,0.994,0.721,1.04883588851353e-31,"Significant"
"CALD1",1.10954743837711e-35,0.960937458775634,1,0.983,1.66576356923556e-31,"Significant"
"SHFL",1.49980689540756e-35,1.65580307173139,0.924,0.631,2.25166009207538e-31,"Significant"
"NUPR1",1.71417945076627e-35,1.43048261436229,0.98,0.781,2.5734976094354e-31,"Significant"
"TNFRSF14",1.75060291313982e-35,1.04172695961175,0.994,0.948,2.62818015349681e-31,"Significant"
"MAN2B1",2.604158393783e-35,1.44005731160387,0.95,0.682,3.90962299658642e-31,"Significant"
"STAT2",3.4510740252769e-35,0.994747265061712,0.996,0.961,5.18109743414821e-31,"Significant"
"PARVG",4.40262528490144e-35,2.12448622183643,0.781,0.451,6.60966134022253e-31,"Significant"
"FBLN1",5.66463335727541e-35,1.52795148508119,0.888,0.597,8.50431405927757e-31,"Significant"
"ARHGAP45",6.74994521142879e-35,2.13474404345579,0.788,0.451,1.0133692745918e-30,"Significant"
"SERPINE1",7.33064694551704e-35,1.23606118276938,0.985,0.781,1.10055002593047e-30,"Significant"
"LGALS9",7.38074543509907e-35,1.93905630157819,0.794,0.459,1.10807131217142e-30,"Significant"
"CRISPLD2",7.84865817089285e-35,1.48927510781795,0.913,0.631,1.17831905119614e-30,"Significant"
"EMP3",8.17024363122657e-35,1.7850613953535,0.842,0.524,1.22659867635605e-30,"Significant"
"S100A4",9.14984054105179e-35,1.28547277575537,0.991,0.811,1.37366556042811e-30,"Significant"
"SIGLEC1",1.60166597736039e-34,2.1089797796227,0.785,0.438,2.40458113181115e-30,"Significant"
"TRAC",1.72423313375607e-34,3.71286256247015,0.582,0.142,2.58859120370799e-30,"Significant"
"DAB2",1.93293182854845e-34,1.87767983046172,0.786,0.455,2.90191055419978e-30,"Significant"
"OAS1",1.97923729111535e-34,1.24388998090898,0.983,0.858,2.97142894515147e-30,"Significant"
"COL16A1",2.40703277615494e-34,1.00188930580634,0.998,0.918,3.61367830684141e-30,"Significant"
"DUSP1",2.79451442213696e-34,0.7419921102148,1,1,4.19540450195422e-30,"Significant"
"BRI3",4.13967953024002e-34,0.689356326384062,1,1,6.21490087874934e-30,"Significant"
"TNFAIP2",4.36677970284709e-34,2.33969505557742,0.737,0.369,6.55584636788434e-30,"Significant"
"ANGPTL2",5.33099494092099e-34,1.32732106814027,0.976,0.708,8.00342270480468e-30,"Significant"
"RAP2B",5.95620959581346e-34,1.61329628395541,0.917,0.627,8.94205746619475e-30,"Significant"
"CD4",6.36236673486293e-34,2.01467254287638,0.801,0.489,9.55182117904972e-30,"Significant"
"PLXND1",6.67567943274937e-34,0.989374080989244,0.996,0.948,1.00221975323866e-29,"Significant"
"KCNAB2",8.60107357825732e-34,1.65271579274741,0.899,0.597,1.29127917630377e-29,"Significant"
"TMSB10",8.85630547503989e-34,0.378967528694861,1,1,1.32959714096774e-29,"Significant"
"TMC6",1.09465501939479e-33,1.62716483211355,0.891,0.532,1.6434055806174e-29,"Significant"
"JUN",1.30043126242902e-33,0.643229914882121,1,1,1.95233745428469e-29,"Significant"
"ARHGEF2",1.37704531650941e-33,1.41027654173793,0.976,0.76,2.06735813367558e-29,"Significant"
"NEK6",1.74994206977135e-33,1.50661181299835,0.899,0.588,2.62718802934773e-29,"Significant"
"DPYSL2",2.34939254436221e-33,1.53449456761133,0.89,0.618,3.52714302685098e-29,"Significant"
"HCLS1",2.71273793057989e-33,1.88116149480723,0.814,0.494,4.07263345517959e-29,"Significant"
"GLUL",2.88813495649371e-33,0.957072978980131,1,0.957,4.33595701018401e-29,"Significant"
"EPSTI1",4.20644198142096e-33,2.42568751021073,0.698,0.313,6.31513134670728e-29,"Significant"
"PTGDS",4.35335444516527e-33,4.1390607737327,0.541,0.103,6.53569102852662e-29,"Significant"
"CREG1",5.55196188604201e-33,0.935246105546681,0.998,0.97,8.33516037951487e-29,"Significant"
"PIK3IP1",7.43643536031528e-33,1.56263700329006,0.95,0.687,1.11643204064413e-28,"Significant"
"LAIR1",8.87296075659032e-33,1.85650218298057,0.814,0.485,1.3320975983869e-28,"Significant"
"PRDM1",1.22341335581117e-32,2.18834074171908,0.731,0.369,1.83671047107932e-28,"Significant"
"HMOX1",1.25627385163291e-32,1.4321373860061,0.993,0.858,1.88604393345649e-28,"Significant"
"IFI16",1.31293574925987e-32,1.99612361504522,0.755,0.429,1.97111044036385e-28,"Significant"
"S100A10",1.68874914804992e-32,1.32985188118578,0.991,0.738,2.53531909596734e-28,"Significant"
"BGN",2.01227600288697e-32,0.769281264724627,1,1,3.02102996313421e-28,"Significant"
"EHD2",2.34945001911007e-32,1.17069191460849,0.993,0.901,3.52722931368995e-28,"Significant"
"COL5A2",2.79029178320574e-32,0.920519857663202,1,0.957,4.18906505412678e-28,"Significant"
"DNM2",6.41282976561262e-32,0.760425133725829,1,0.97,9.62758132711423e-28,"Significant"
"TNFRSF1A",8.24349211670146e-32,0.937158571436786,0.996,0.918,1.23759547148039e-27,"Significant"
"NBL1",1.10792820500474e-31,1.36280302243268,0.921,0.674,1.66333261417361e-27,"Significant"
"FMNL3",1.34974172248748e-31,1.43672618295276,0.924,0.687,2.02636724797045e-27,"Significant"
"PDK4",1.76594444390544e-31,2.90407350429923,0.615,0.227,2.65121239363524e-27,"Significant"
"TTYH3",2.07130897888966e-31,1.08740503492102,1,0.897,3.10965617000705e-27,"Significant"
"TNFRSF1B",2.07211270613904e-31,2.39378403546356,0.683,0.343,3.11086280572654e-27,"Significant"
"TMEM119",3.46606348214923e-31,1.41812148781089,0.913,0.678,5.20360110575064e-27,"Significant"
"IFI44",5.33579060108571e-31,1.75570885095629,0.82,0.494,8.01062242940998e-27,"Significant"
"RCN3",5.61108037979038e-31,1.12058491423216,0.978,0.785,8.4239149741793e-27,"Significant"
"PMP22",1.47354321882679e-30,1.40915410492178,0.891,0.601,2.21223043442466e-26,"Significant"
"VCAN",1.64890968815548e-30,0.974582166740589,0.996,0.944,2.47550811482782e-26,"Significant"
"TNFSF13",2.02669550280905e-30,1.4808542662975,0.873,0.554,3.04267795836722e-26,"Significant"
"SH3BP5",2.4393587482176e-30,1.40656008562212,0.943,0.678,3.66220928869908e-26,"Significant"
"UCP2",3.21683968234055e-30,1.03299274412503,0.993,0.845,4.82944141509788e-26,"Significant"
"CTSD",3.42174253567728e-30,0.953293916881872,1,1,5.1370620688123e-26,"Significant"
"LHFPL2",3.68319134737455e-30,1.22191275394436,0.983,0.777,5.5295751698134e-26,"Significant"
"TMEM140",3.81387633422101e-30,1.82525811826924,0.762,0.442,5.72577254056601e-26,"Significant"
"NAGK",3.83531745827519e-30,0.990698527978697,0.998,0.897,5.75796210010854e-26,"Significant"
"IFIH1",4.94575870977306e-30,1.58303108600865,0.902,0.567,7.4250675509823e-26,"Significant"
"FKBP5",7.71195590445404e-30,2.07599476320809,0.703,0.352,1.15779593993569e-25,"Significant"
"RAC2",9.42535284553701e-30,2.12099418665939,0.742,0.425,1.41502822270047e-25,"Significant"
"PER1",1.33460959986473e-29,0.942383344352441,0.993,0.914,2.00364939227692e-25,"Significant"
"THY1",2.99318534604963e-29,0.809383346918049,1,0.996,4.4936691600243e-25,"Significant"
"HECA",3.34934213609682e-29,1.30581418096462,0.917,0.614,5.02836734892216e-25,"Significant"
"TPM2",3.55876015368083e-29,0.878263421360376,1,0.974,5.34276661872104e-25,"Significant"
"PNRC1",4.01570995924493e-29,1.07087395552332,0.996,0.858,6.02878536181441e-25,"Significant"
"TAP1",4.56887621604749e-29,1.35678838386199,0.987,0.79,6.85925386315209e-25,"Significant"
"PTK2B",4.9375103214588e-29,1.5028370309581,0.897,0.567,7.4126842456061e-25,"Significant"
"IFI44L",5.17633081368176e-29,1.62919509902924,0.858,0.502,7.77122545058043e-25,"Significant"
"NNMT",6.53320506620506e-29,1.55196726074685,0.81,0.528,9.80830076589366e-25,"Significant"
"ACP5",7.55914658026078e-29,1.58073670843519,0.937,0.691,1.13485467609455e-24,"Significant"
"SULF2",1.13294281022532e-28,1.1424000775602,0.976,0.777,1.70088704099127e-24,"Significant"
"GGT5",1.30572812198271e-28,1.38542986295293,0.88,0.609,1.96028962953265e-24,"Significant"
"SORBS3",1.44350503713303e-28,1.06024150843238,0.985,0.841,2.16713411224782e-24,"Significant"
"B2M",2.48258053146627e-28,0.599691104719154,1,1,3.72709815189031e-24,"Significant"
"ARHGAP9",3.2455823469559e-28,2.45449469482768,0.628,0.27,4.87259277748489e-24,"Significant"
"DEF6",6.32965486099518e-28,1.62307452597124,0.849,0.549,9.50271084281207e-24,"Significant"
"COTL1",1.01571599810351e-27,1.68059960237175,0.823,0.528,1.52489442795279e-23,"Significant"
"JUND",1.09366643519103e-27,0.540083458108264,1,1,1.6419214191523e-23,"Significant"
"COL5A1",1.12531798010904e-27,0.737581032810897,1,1,1.68943988353771e-23,"Significant"
"SUN2",1.85210319398544e-27,0.894690066566539,0.993,0.948,2.78056252513034e-23,"Significant"
"FGL2",2.03607836708337e-27,2.60719678146724,0.61,0.262,3.05676445250227e-23,"Significant"
"FLNA",2.26949569525979e-27,0.996544807439153,1,0.918,3.40719388729353e-23,"Significant"
"NLRP1",2.86715175575571e-27,1.93752559051588,0.702,0.386,4.30445493091605e-23,"Significant"
"SELENOM",3.01264437969502e-27,1.32101917287785,0.895,0.571,4.52288300723613e-23,"Significant"
"ARHGAP27",3.17993394119262e-27,1.06824131852238,0.991,0.828,4.77403482591249e-23,"Significant"
"PDCD4",3.43733465107993e-27,1.42155215699465,0.864,0.558,5.16047051166629e-23,"Significant"
"TRBC2",3.71805158781881e-27,3.7368944255284,0.473,0.082,5.58191084879239e-23,"Significant"
"FCER1G",3.75692026584447e-27,1.70456916920138,0.807,0.515,5.64026439511231e-23,"Significant"
"QKI",3.83862686614357e-27,1.11800978157787,0.985,0.803,5.76293051414135e-23,"Significant"
"SMAP2",3.89033918636646e-27,1.36037680716373,0.93,0.652,5.84056622049196e-23,"Significant"
"RAPGEF1",4.62933892222562e-27,1.02487619809339,0.998,0.854,6.95002652393732e-23,"Significant"
"TAP2",4.86425744427553e-27,1.62223968129724,0.827,0.519,7.30270970109085e-23,"Significant"
"MBNL1",5.48362894782282e-27,1.29155331942089,0.928,0.691,8.2325721393664e-23,"Significant"
"GMIP",5.59304246700588e-27,1.40700672237381,0.882,0.554,8.39683465571593e-23,"Significant"
"TYROBP",5.93789461511027e-27,1.69847476144916,0.81,0.532,8.91456118566505e-23,"Significant"
"PLCB2",6.40744950618561e-27,1.9955583492531,0.718,0.421,9.61950394363646e-23,"Significant"
"GOLM1",7.61026560970091e-27,1.30370136450802,0.915,0.592,1.1425291759844e-22,"Significant"
"CCL5",7.68739065527763e-27,2.85794680922403,0.573,0.206,1.15410795907683e-22,"Significant"
"IFIT3",8.83983703580806e-27,2.13301471146462,0.683,0.348,1.32712473418586e-22,"Significant"
