"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","significance"
"CANT1",4.73146475474292e-101,-1.29444299943536,1,1,7.10334803629555e-97,"Significant"
"DDX5",8.71882587476787e-99,-1.29884686518217,1,1,1.3089573285789e-94,"Significant"
"PSMD3",3.75690676117549e-96,-0.989080887073793,1,1,5.64024412055276e-92,"Significant"
"ORMDL3",4.04939424396924e-96,-1.12021418634373,1,1,6.07935557847102e-92,"Significant"
"ERBB2",1.17124059537347e-95,-1.24849335505307,1,1,1.75838350583419e-91,"Significant"
"LASP1",1.35315789868835e-95,-1.18788980554995,1,1,2.03149595330083e-91,"Significant"
"FASN",5.38923504868901e-94,-1.19979284149705,1,1,8.09085857859682e-90,"Significant"
"SYNGR2",6.14080475811146e-94,-1.07477456484671,1,1,9.21919018335274e-90,"Significant"
"MT-CO2",9.26485634251226e-94,-0.918233964381044,1,1,1.39093288270137e-89,"Significant"
"ARHGAP8",3.53564506161648e-93,-1.20498889677548,0.998,1,5.30806393100483e-89,"Significant"
"AMBP",3.61676973718468e-93,-1.71642343171973,0.993,1,5.42985640643536e-89,"Significant"
"RHOBTB3",4.54134700145002e-93,-1.17757813982928,1,1,6.81792425327691e-89,"Significant"
"SGSH",4.0070398547132e-92,-1.10599343595966,1,1,6.01576893388093e-88,"Significant"
"ACSF2",2.52332699569336e-91,-1.35618128507601,0.998,1,3.78827081863444e-87,"Significant"
"AKAP1",2.2898002411637e-90,-1.11522054484802,1,1,3.43767710205906e-86,"Significant"
"MLLT6",9.81972212093899e-90,-0.945049661696576,1,1,1.47423488201657e-85,"Significant"
"CYB561",1.54420724850544e-89,-1.07169506680363,1,1,2.31831834218122e-85,"Significant"
"GRB7",7.64426492609744e-89,-1.13492100408213,1,1,1.14763349335501e-84,"Significant"
"MLPH",1.32091787285669e-88,-1.09883187366719,1,1,1.98309400251975e-84,"Significant"
"TOB1",2.39717270541323e-88,-1.1607017847632,1,1,3.59887538263688e-84,"Significant"
"SPINT2",3.06816555433806e-88,-1.02405476859348,1,1,4.60623694672773e-84,"Significant"
"CASC3",6.43300173316794e-88,-0.993436702543194,1,1,9.65786550200502e-84,"Significant"
"BCAM",1.61975810626903e-87,-1.09400678987802,1,1,2.43174284494169e-83,"Significant"
"RGS16",3.57701052064588e-87,-1.24189012903463,1,1,5.37016589464567e-83,"Significant"
"FXYD3",9.41838849428232e-87,-1.13831262641969,0.998,1,1.4139826646466e-82,"Significant"
"CCDC47",3.38164286748476e-85,-1.05818123505138,1,1,5.07686043695487e-81,"Significant"
"GSDMB",3.83494327894681e-85,-1.14779279363859,1,1,5.75740034468285e-81,"Significant"
"CDK12",1.46367976806661e-84,-0.994136422041017,1,1,2.1974224357984e-80,"Significant"
"MT-ND4",1.06070766593715e-83,-0.731985464964447,1,1,1.59244041887145e-79,"Significant"
"PGAP3",1.52214564617614e-83,-0.948801860745034,1,1,2.28519725860424e-79,"Significant"
"PCGF2",9.91661902479108e-82,-1.00036596985836,1,1,1.48878201419189e-77,"Significant"
"DCXR",6.14168351352347e-81,-1.04014173157031,1,1,9.22050945885279e-77,"Significant"
"ESR1",2.41398506472376e-80,-0.894869217707884,1,1,3.62411577766978e-76,"Significant"
"RPTOR",7.00590464249933e-80,-0.89660021554544,1,1,1.05179646397842e-75,"Significant"
"BAG1",7.92271819172327e-80,-0.933785308035437,1,1,1.18943768212341e-75,"Significant"
"MT-ATP6",1.83563852849377e-79,-0.774958508520541,1,1,2.7558441228277e-75,"Significant"
"CCDC78",1.06537615753341e-78,-1.17359193069019,1,1,1.59944922530492e-74,"Significant"
"MIEN1",1.09700194635929e-78,-0.919480505325565,1,1,1.6469290220692e-74,"Significant"
"PBX1",2.42186505717102e-78,-0.995546862100075,0.998,1,3.63594601033085e-74,"Significant"
"KRT8",2.69395870221622e-78,-0.941950054297777,1,1,4.04444019963722e-74,"Significant"
"H2AFJ",3.57993126078432e-78,-0.871777187995157,1,1,5.3745508018155e-74,"Significant"
"PSMC5",3.35626725249388e-77,-0.871152438848116,1,1,5.03876402616906e-73,"Significant"
"GPRC5A",7.33254393565888e-77,-1.02132736243658,1,1,1.10083482106047e-72,"Significant"
"EIF4A3",7.97565422999636e-77,-0.928722872763404,1,1,1.19738496954935e-72,"Significant"
"SREBF1",1.23252752283051e-76,-1.00550120367475,1,1,1.85039357002544e-72,"Significant"
"AFF3",2.67623335624413e-76,-0.876598140122352,1,1,4.01782913772931e-72,"Significant"
"TFF3",6.09029165930374e-76,-1.11657237292796,0.998,1,9.1433548681127e-72,"Significant"
"S100P",1.11575541449699e-75,-1.02375741451185,1,1,1.67508360378433e-71,"Significant"
"MT-ND6",1.22158528936934e-75,-1.17945581390492,1,1,1.83396599493019e-71,"Significant"
"GSE1",1.53506244189328e-75,-0.936091937858491,1,1,2.30458924401438e-71,"Significant"
"MSL1",2.10573147864451e-75,-0.886771986309203,1,1,3.161334668889e-71,"Significant"
"ITPRID2",2.29345472286615e-75,-1.13412566183025,1,1,3.44316357543896e-71,"Significant"
"SPINT1",3.53792061490223e-75,-0.920908505768877,1,1,5.31148021915272e-71,"Significant"
"RNF43",6.72446736198697e-75,-0.948795356830631,1,1,1.0095442850551e-70,"Significant"
"NDUFB9",7.21018259322093e-75,-0.909852707400693,1,1,1.08246471272026e-70,"Significant"
"PPFIBP2",3.97933826384215e-74,-0.986114407643222,1,1,5.97418053550622e-70,"Significant"
"PIP4K2B",5.47503981053017e-74,-0.860409027742089,1,1,8.21967726754894e-70,"Significant"
"ACKR3",7.1337152641712e-74,-1.06392145266619,1,1,1.07098467261002e-69,"Significant"
"SPATA20",9.23031923051071e-74,-0.750220473926591,1,1,1.38574782607657e-69,"Significant"
"DACH1",4.83216392903837e-73,-0.982053393248149,0.998,1,7.25452770666531e-69,"Significant"
"SERPINA5",6.28422843523771e-73,-1.06496804930798,1,1,9.43451214982237e-69,"Significant"
"CYTH1",7.85948331014741e-73,-0.794242699384232,1,1,1.17994422935243e-68,"Significant"
"PLBD1",9.07084531180135e-73,-1.00853152552467,1,1,1.36180600666074e-68,"Significant"
"TPD52",1.26773103681273e-72,-0.930793663185726,1,1,1.90324460556695e-68,"Significant"
"SMARCD2",2.08094782901134e-72,-0.818129763094861,1,1,3.12412697569472e-68,"Significant"
"DLG5",2.99426461102248e-72,-0.960632830682473,1,1,4.49528946052806e-68,"Significant"
"COL2A1",5.19362998047016e-72,-1.15288941841594,0.994,1,7.79719668967985e-68,"Significant"
"ZC3H13",7.24356745080005e-72,-1.03944717913915,1,1,1.08747678138861e-67,"Significant"
"GATA3",1.0355194753161e-71,-0.871134933132664,1,1,1.55462538829207e-67,"Significant"
"SMAD3",2.24151231922994e-71,-0.854095203378304,1,1,3.36518244485991e-67,"Significant"
"PHGR1",3.66666936149326e-71,-1.24479808308988,0.993,1,5.50477071240983e-67,"Significant"
"CYC1",9.9111328586542e-71,-0.767603834594865,1,1,1.48795837606975e-66,"Significant"
"LIN7A",1.87132254612872e-70,-0.99652210155673,1,1,2.80941653850304e-66,"Significant"
"FSIP1",2.58601460977313e-70,-1.04521223285109,0.998,1,3.8823837336524e-66,"Significant"
"CISD3",2.68495478298528e-70,-0.907987220472308,1,1,4.0309226156958e-66,"Significant"
"CRACR2B",5.08700746649411e-70,-0.943959873851993,1,1,7.63712430944761e-66,"Significant"
"DDX42",6.93756586167963e-70,-0.837810655660075,1,1,1.04153676281396e-65,"Significant"
"LRATD2",6.94105649506587e-70,-0.86847210868917,1,1,1.04206081160424e-65,"Significant"
"CCND1",7.86533561443415e-70,-0.871956591152153,1,1,1.180822835795e-65,"Significant"
"FOXA1",1.33476250616546e-69,-0.831765441970671,1,1,2.0038789505062e-65,"Significant"
"GAA",1.78241533452445e-69,-0.747614675233907,1,1,2.67594014172156e-65,"Significant"
"CRIP1",2.26908315035336e-69,-0.791530311742591,1,1,3.4065745336255e-65,"Significant"
"PPP1R9B",4.0419208161557e-69,-0.766989917446097,1,1,6.06813572129455e-65,"Significant"
"JAKMIP2",1.51889611480381e-68,-1.16538502269712,0.991,1,2.28031873715495e-64,"Significant"
"PABPC1L",2.70248813845284e-68,-0.813268980633571,1,1,4.05724544225926e-64,"Significant"
"SERF2",5.63501750636952e-68,-0.632136443327024,1,1,8.45985178231257e-64,"Significant"
"RSAD1",6.31523594316984e-68,-0.930989763792235,1,1,9.48106372148088e-64,"Significant"
"ONECUT2",6.51614987143935e-68,-0.974828287405119,0.998,1,9.78269580199189e-64,"Significant"
"KIFC2",7.45663297135305e-68,-0.820402353005379,1,1,1.11946430798923e-63,"Significant"
"SEMA4C",9.28795749322412e-68,-0.866463078081301,1,1,1.39440105845774e-63,"Significant"
"SLC26A11",1.31469843842287e-67,-0.78941504660142,1,1,1.97375676560425e-63,"Significant"
"ANKRD30A",3.45968183667917e-67,-1.01090930195396,0.994,1,5.19402034140644e-63,"Significant"
"MBOAT7",7.5433985115009e-67,-0.780892785717525,1,1,1.13249041853163e-62,"Significant"
"CGN",9.88814480279379e-67,-0.852295766937822,1,1,1.48450717924343e-62,"Significant"
"TFPI",1.27025504460696e-66,-1.1174676358725,0.993,1,1.90703389846843e-62,"Significant"
"XBP1",1.71378250598984e-66,-0.784666345203692,1,1,2.57290167624254e-62,"Significant"
"NME1",1.74455440842179e-66,-0.772417879936039,1,1,2.61909953336364e-62,"Significant"
"IGF1R",2.2510044087449e-66,-0.794533843061525,0.998,1,3.37943291884871e-62,"Significant"
"PAFAH1B3",1.50680958829718e-65,-0.852639936865969,1,1,2.26217323491055e-61,"Significant"
"EPS8L2",2.24265983280169e-65,-0.792852139725175,1,1,3.36690520698517e-61,"Significant"
"HID1",2.50918578797445e-65,-0.804158534020832,1,1,3.76704062348605e-61,"Significant"
"SRCIN1",6.43132205110917e-65,-1.09522211694984,0.989,1,9.6553437953302e-61,"Significant"
"POLR2L",8.54472817671615e-65,-0.721854829202482,1,1,1.2828200411704e-60,"Significant"
"WIPF2",1.00219184663302e-64,-0.804956216381214,1,1,1.50459061935015e-60,"Significant"
"CWC25",4.90932831874741e-64,-0.8145151712209,1,1,7.37037460493548e-60,"Significant"
"CD151",7.20476436577346e-64,-0.668240824683923,1,1,1.08165127423357e-59,"Significant"
"NECTIN2",7.23130034135888e-64,-0.820921054253643,1,1,1.08563512024821e-59,"Significant"
"SDC4",9.29132414028461e-64,-0.765477982915882,1,1,1.39490649318093e-59,"Significant"
"HOPX",1.40024004103824e-63,-0.894520591550438,0.998,1,2.10218037361072e-59,"Significant"
"HSP90AB1",1.61967018881845e-63,-0.641882427198595,1,1,2.43161085447314e-59,"Significant"
"LGALS3BP",1.71903817745291e-63,-0.779683649082465,1,1,2.58079201581005e-59,"Significant"
"CHMP6",2.70601962568129e-63,-0.863751451281361,1,1,4.06254726403533e-59,"Significant"
"LUC7L3",2.83021309184606e-63,-0.741796373719477,1,1,4.24899891478848e-59,"Significant"
"TSKU",2.86759379269224e-63,-0.838714127072078,1,1,4.30511856096886e-59,"Significant"
"AUTS2",4.17873129580623e-63,-0.739461643950867,1,1,6.27352929439389e-59,"Significant"
"FTSJ3",4.6763267023264e-63,-0.813989811577378,1,1,7.02056927820262e-59,"Significant"
"CARD14",7.77396594104363e-63,-0.898075541074986,0.998,1,1.16710550672888e-58,"Significant"
"OLFM3",8.14151136156317e-63,-0.917095547731356,1,1,1.22228510071148e-58,"Significant"
"SDC1",3.64986650539179e-62,-0.984509818300672,0.998,1,5.4795445845447e-58,"Significant"
"SPAG16",3.67137343828804e-62,-1.07521276130541,0.985,0.996,5.51183294290184e-58,"Significant"
"MGST1",6.27594325205053e-62,-0.923125669964311,1,1,9.42207360430345e-58,"Significant"
"LRP4",2.72583034964098e-61,-1.06182062017948,1,1,4.092289103916e-57,"Significant"
"FAM234B",2.88740102769824e-61,-0.868919775706581,1,1,4.33485516288336e-57,"Significant"
"SEPTIN9",3.18908053705635e-61,-0.669367428217798,1,1,4.78776661028271e-57,"Significant"
"PLEC",4.13039111293809e-61,-0.685226141481722,1,1,6.20095617785395e-57,"Significant"
"MROH1",6.60703213433324e-61,-0.658716278821683,1,1,9.9191373432745e-57,"Significant"
"APRT",8.27488304583744e-61,-0.703140058081557,1,1,1.24230819167157e-56,"Significant"
"ATP5IF1",9.32901028292842e-61,-0.754664912689645,1,1,1.40056431377604e-56,"Significant"
"MT-CYB",1.07688470924545e-60,-0.684654095151981,1,1,1.6167270139902e-56,"Significant"
"JPT2",1.12637622639151e-60,-0.748226153539146,1,1,1.69102862868157e-56,"Significant"
"SLC28A2",1.25698016572178e-60,-1.32034145401323,0.956,0.987,1.8871043227981e-56,"Significant"
"RARA",1.38742642996647e-60,-0.707668024435653,1,1,2.08294329930865e-56,"Significant"
"HSPA8",1.88724284861808e-60,-0.662037510306726,1,1,2.83331768863032e-56,"Significant"
"TSTA3",2.19123484665158e-60,-0.714719492846989,1,1,3.28970087527802e-56,"Significant"
"ASPH",3.12966256836715e-60,-0.789709241781035,1,1,4.69856241388961e-56,"Significant"
"SLC9A3R1",4.56704612010155e-60,-0.721694251197158,1,1,6.85650634010846e-56,"Significant"
"MALRD1",5.14132441107876e-60,-1.3444419460025,0.969,0.991,7.71867033835254e-56,"Significant"
"CPB1",6.32622295219412e-60,-0.869633871988796,1,1,9.49755851812903e-56,"Significant"
"MSI2",9.45612000358032e-60,-0.753384072749609,1,1,1.41964729613751e-55,"Significant"
"PROM2",3.44798213206027e-59,-0.920370592285211,0.998,1,5.17645557486208e-55,"Significant"
"ACACA",3.71476448998719e-59,-0.796647569914001,0.998,1,5.57697592881776e-55,"Significant"
"DHX40",9.48298067479216e-59,-0.819931639346316,1,1,1.42367988870655e-54,"Significant"
"TK1",1.27972022239945e-58,-1.1438696856537,0.991,1,1.92124396988829e-54,"Significant"
"ZNF703",3.33698832529513e-58,-0.657876109761486,1,1,5.00982057276558e-54,"Significant"
"NAPRT",4.71049015776572e-58,-0.640725644441886,1,1,7.07185887385368e-54,"Significant"
"PHLDA2",7.92078037224281e-58,-0.968389968524467,0.998,1,1.18914675728481e-53,"Significant"
"EZR",1.58447922402544e-57,-0.671607539245972,1,1,2.3787786590294e-53,"Significant"
"VTN",2.13649951740654e-57,-1.31781777824648,0.958,0.991,3.20752672548244e-53,"Significant"
"VMP1",8.7266086923171e-57,-0.814248704719581,1,1,1.31012576297757e-52,"Significant"
"ITGA3",4.43098679984562e-56,-0.792017664890332,1,1,6.65224048260822e-52,"Significant"
"YWHAZ",6.0313635752553e-56,-0.741077923159236,1,1,9.05488613553078e-52,"Significant"
"CLU",6.66472982526383e-56,-0.710853037138167,0.998,1,1.00057588866686e-51,"Significant"
"C3orf52",1.02926692971721e-55,-0.926870529348318,0.993,1,1.54523844158445e-51,"Significant"
"SIX1",1.2562729064725e-55,-0.919853312392018,0.998,1,1.88604251448717e-51,"Significant"
"DCAF7",1.73050846279282e-55,-0.685647152582415,1,1,2.59801235519086e-51,"Significant"
"LSR",2.00361364211872e-55,-0.751871412779364,1,1,3.00802516091284e-51,"Significant"
"SIPA1L3",2.54226745889391e-55,-0.797330642658582,1,1,3.81670613603742e-51,"Significant"
"CLDN7",3.50795751284035e-55,-0.840258339056592,0.996,1,5.26649661402721e-51,"Significant"
"H3F3A",5.31377137604703e-55,-0.532862462507629,1,1,7.9775649668594e-51,"Significant"
"MT-ND2",6.97977597397887e-55,-0.613323412450824,1,1,1.04787376697345e-50,"Significant"
"DYNLL2",1.20346594799176e-54,-0.642443800076372,1,1,1.80676342772003e-50,"Significant"
"ARFIP2",1.23297944050142e-54,-0.74748178930767,1,1,1.85107203402479e-50,"Significant"
"GRINA",1.50222482445567e-54,-0.543141193173698,1,1,2.2552901289553e-50,"Significant"
"SOCS7",3.30831512333257e-54,-0.900564943909639,0.996,1,4.96677349465918e-50,"Significant"
"MTSS1",5.03514654982988e-54,-0.69501578519805,1,1,7.55926551525959e-50,"Significant"
"ADAMTS19",1.00387536162036e-53,-1.24844867051263,0.961,0.991,1.50711808040065e-49,"Significant"
"STARD3",1.05233254058824e-53,-0.584432550456334,1,1,1.57986684318512e-49,"Significant"
"EMC10",1.11931692409569e-53,-0.647925341800133,1,1,1.68043049814485e-49,"Significant"
"IGFBP2",1.56556016048584e-52,-0.844779806672336,0.998,1,2.35037546893739e-48,"Significant"
"USP36",2.34259694910962e-52,-0.683538068860319,1,1,3.51694079969827e-48,"Significant"
"PGS1",8.53195532552407e-52,-0.680131572963953,1,1,1.28090245302093e-47,"Significant"
"TRIM3",1.10966127745339e-51,-1.03994007369847,0.989,1,1.66593447584078e-47,"Significant"
"CBX4",3.03792526357198e-51,-0.697313349556428,1,1,4.56083719820061e-47,"Significant"
"ATP5MC1",3.24967409350831e-51,-0.760747903473041,0.996,1,4.87873571658403e-47,"Significant"
"CXCL17",4.29263652599884e-51,-0.991157569208462,0.993,1,6.44453521648206e-47,"Significant"
"TBC1D16",5.36477118018679e-51,-0.698109066564507,1,1,8.05413097281442e-47,"Significant"
"PFKM",5.87634723285977e-51,-0.856489959995089,0.985,1,8.82216010069237e-47,"Significant"
"NPNT",8.92368727363721e-51,-0.821423075101808,0.998,1,1.33971317039116e-46,"Significant"
"MAT2A",9.73676431674775e-51,-0.599962755247024,1,1,1.46178042687334e-46,"Significant"
"CDH1",1.8859885817644e-50,-0.719268142020867,1,1,2.83143465780289e-46,"Significant"
"FAM83H",2.02592431355674e-50,-0.713300286633209,1,1,3.04152017194274e-46,"Significant"
"VEGFA",4.34360489676238e-50,-0.779186028780516,1,1,6.52105403150936e-46,"Significant"
"LRPAP1",5.00572353385137e-50,-0.570798991693049,1,1,7.51509274137107e-46,"Significant"
"NME2",1.02007710644157e-49,-0.724434877671527,1,1,1.53144175990074e-45,"Significant"
"MGAT4A",1.46561899570471e-49,-0.755582164948998,0.998,1,2.20033379825148e-45,"Significant"
"TMC4",1.61261515219943e-49,-0.822432970257871,0.991,1,2.421019127997e-45,"Significant"
"NDST4",1.6449959291122e-49,-1.27984565338915,0.936,0.966,2.46963238837614e-45,"Significant"
"ZBTB10",1.81024809703585e-49,-1.01501688356404,0.987,0.991,2.71772546807993e-45,"Significant"
"SLC25A18",1.87409752202066e-49,-2.97064399014173,0.066,0.545,2.81358260980961e-45,"Significant"
"PPP1R37",1.03507731380549e-48,-0.640456609213913,1,1,1.55396157121619e-44,"Significant"
"STARD10",1.73042856148351e-48,-0.608860286541382,1,1,2.59789239935519e-44,"Significant"
"SNF8",2.94535052952912e-48,-0.677040623250177,1,1,4.42185474998207e-44,"Significant"
"CLPSL1",4.14008475591863e-48,-2.45194778925654,0.112,0.627,6.21550924406064e-44,"Significant"
"MT-CO3",4.91703062620262e-48,-0.579596752397292,1,1,7.381938079118e-44,"Significant"
"RECQL4",6.52339952324797e-48,-1.03103696495674,0.989,1,9.79357970425217e-44,"Significant"
"TAF2",8.05917612179969e-48,-0.773209708099413,1,1,1.20992411116579e-43,"Significant"
"KAT7",1.17073525071363e-47,-0.704941666794348,1,1,1.75762483189637e-43,"Significant"
"SPDEF",1.44004108083348e-47,-0.814217988151923,0.998,1,2.1619336746553e-43,"Significant"
"MYO6",3.06822767396778e-47,-0.75451751338146,1,1,4.60633020692782e-43,"Significant"
"LAMA5",3.16787803039113e-47,-0.637170633741367,1,1,4.7559352870262e-43,"Significant"
"PRKCD",3.27943190265919e-47,-0.667910678713114,1,1,4.92341111546224e-43,"Significant"
"SAMD12",3.57524293609573e-47,-0.794956175940099,0.996,1,5.36751221996052e-43,"Significant"
"HAGHL",4.27402920185813e-47,-0.796334690548564,0.994,1,6.41660004074961e-43,"Significant"
"ZNF552",5.30981958505431e-47,-0.829397092679284,0.994,0.996,7.97163214304203e-43,"Significant"
"PLA2G4F",6.85398844733374e-47,-0.943565608645366,0.959,0.996,1.02898928559821e-42,"Significant"
"NUCB2",8.24933279503257e-47,-0.945563692899924,0.987,0.996,1.23847233251824e-42,"Significant"
"HPX",1.08342497100603e-46,-1.19979947902516,0.943,0.974,1.62654590897136e-42,"Significant"
"NME3",1.22924292813066e-46,-0.590648696227305,1,1,1.84546240800255e-42,"Significant"
"ATP5MC3",3.17295683224607e-46,-0.686678571035266,1,1,4.76356009225102e-42,"Significant"
"H1F0",4.35310672924415e-46,-0.560006897137408,1,1,6.53531913261425e-42,"Significant"
"PMVK",1.58737473666046e-45,-0.678337389198357,0.998,1,2.38312569214834e-41,"Significant"
"KIF16B",2.07988930190126e-45,-0.702024462941043,0.998,1,3.12253780894436e-41,"Significant"
"ENSA",2.41249249138123e-45,-0.661342841208764,0.998,1,3.62187497731064e-41,"Significant"
"ATP5ME",2.95271720224908e-45,-0.832309152600589,1,1,4.43291433573654e-41,"Significant"
"C1QTNF1",4.07374447744354e-45,-0.797725920528044,1,1,6.11591258398598e-41,"Significant"
"TMED3",4.54871875857376e-45,-0.669886039458858,1,1,6.82899147224679e-41,"Significant"
"PNPLA2",5.45131640447458e-45,-0.534472004676096,1,1,8.18406131803768e-41,"Significant"
"NPAS3",8.38722392894447e-45,-1.18346924473262,0.901,0.953,1.25917392845243e-40,"Significant"
"ACSS3",9.11826421368377e-45,-0.77912017999939,0.994,1,1.36892500640034e-40,"Significant"
"MT-ND4L",2.57255776515673e-44,-0.564079396016366,1,1,3.8621809728298e-40,"Significant"
"MT-ND3",8.51658034537619e-44,-0.57916978205095,1,1,1.27859420725133e-39,"Significant"
"CKB",8.99241008083456e-44,-0.770945113051964,1,1,1.35003052543569e-39,"Significant"
"COX8A",9.98226664056422e-44,-0.63171039684495,1,1,1.49863769074791e-39,"Significant"
"SCRIB",1.42866641234942e-43,-0.568286372036162,1,1,2.14485688486019e-39,"Significant"
"LRRC59",1.47289778451112e-43,-0.648140324853476,1,1,2.21126144388655e-39,"Significant"
"RHPN1",1.52062668129869e-43,-0.602576614118855,1,1,2.28291683663372e-39,"Significant"
"CSMD3",1.95022194680668e-43,-0.891062011062254,0.987,0.987,2.92786820874087e-39,"Significant"
"ECH1",2.25155451650954e-43,-0.535044428849652,1,1,3.38025879563577e-39,"Significant"
"CRABP2",3.31533076853426e-43,-0.74153651071361,1,1,4.97730608280048e-39,"Significant"
"CERS4",3.69619328890672e-43,-0.725253884155377,0.998,1,5.54909498463565e-39,"Significant"
"SRPK3",4.42643450377861e-43,-1.06797001806713,0.95,0.987,6.64540612052283e-39,"Significant"
"TFAP2A",5.21516634913571e-43,-0.674601493087212,0.998,1,7.82952923995744e-39,"Significant"
"TACO1",5.87865249398969e-43,-0.672300957231716,1,1,8.82562098922673e-39,"Significant"
"LMX1B",2.54237556603618e-42,-0.689482441935072,0.998,1,3.81686843729012e-38,"Significant"
"RAB26",3.07733445385901e-42,-0.988104263839352,0.965,0.987,4.62000221557853e-38,"Significant"
"PSMB3",3.44954858250273e-42,-0.740553620991034,0.998,1,5.17880728691135e-38,"Significant"
"PPP1R16A",3.79204522693137e-42,-0.638675749884429,1,1,5.69299749919207e-38,"Significant"
"CCDC40",4.80243639797746e-42,-0.73519541597984,0.996,1,7.20989776428356e-38,"Significant"
"SLC27A4",5.80500906277458e-42,-0.666766920835348,0.998,1,8.71506010594347e-38,"Significant"
"PPP1R10",5.86786051582595e-42,-0.562164974483765,1,1,8.8094189924095e-38,"Significant"
"NDUFC2",7.67566903274645e-42,-0.571849361625218,0.998,1,1.15234819188623e-37,"Significant"
"PLAT",9.09811328121827e-42,-0.648258477030862,1,1,1.3658997469093e-37,"Significant"
"KCNC3",9.85344618823348e-42,-0.799940635230225,0.998,0.996,1.47929787623949e-37,"Significant"
"AOC1",1.81518337014723e-41,-0.896963952123837,0.989,0.991,2.72513479360204e-37,"Significant"
"ERGIC1",1.90199410678853e-41,-0.821542317774214,0.991,0.996,2.85546375252162e-37,"Significant"
"SCX",2.23335759996801e-41,-0.777471107662323,0.994,1,3.35293976483197e-37,"Significant"
"PRSS8",3.35627543889651e-41,-0.637085028733012,0.998,1,5.03877631641533e-37,"Significant"
"STRADA",3.49478099682946e-41,-0.742499144688207,0.998,1,5.24671471054007e-37,"Significant"
"RRS1",4.31247230877739e-41,-0.671121487820591,1,1,6.47431467716749e-37,"Significant"
"YWHAG",4.62830982515346e-41,-0.564755074278113,1,1,6.9484815405029e-37,"Significant"
"ACTN4",6.02697865568507e-41,-0.440566727880543,1,1,9.04830305577999e-37,"Significant"
"SRSF1",6.18045706392376e-41,-0.630475123024967,1,1,9.27872019006874e-37,"Significant"
"SSR4",6.28426404441995e-41,-0.617970508416667,0.998,1,9.43456560988767e-37,"Significant"
"HEBP1",6.32084273017796e-41,-0.655279015709229,1,1,9.48948119081617e-37,"Significant"
"LINC00672",6.75217289326185e-41,-0.922963163025864,0.974,0.991,1.0137037164654e-36,"Significant"
"FBXL20",9.41090192020694e-41,-0.74071007776694,1,1,1.41285870528067e-36,"Significant"
"TRPM4",9.642707550354e-41,-0.760597289097927,0.993,1,1.44765968453465e-36,"Significant"
"NFKBIZ",1.01473446870264e-40,-0.784396222703418,0.998,1,1.52342085786328e-36,"Significant"
"GATD1",1.33045088422979e-40,-0.575271203474771,1,1,1.99740591249418e-36,"Significant"
"HMGN1",1.39797282910988e-40,-0.600063301877685,1,1,2.09877660834266e-36,"Significant"
"CNTNAP2",2.54440327222422e-40,-1.00176151278389,0.936,0.983,3.81991263259022e-36,"Significant"
"SH3GLB2",2.88340092051789e-40,-0.595592883960667,1,1,4.3288498019735e-36,"Significant"
"PTPRF",6.5273367735094e-40,-0.649068564282679,1,1,9.79949069806966e-36,"Significant"
"DHCR24",9.58759104263615e-40,-0.663512665657801,0.998,1,1.43938504323097e-35,"Significant"
"PRKAR1A",9.88697593574848e-40,-0.521834687255333,1,1,1.48433169723392e-35,"Significant"
"SRSF2",1.20627517811547e-39,-0.62296813794015,1,1,1.81098092490476e-35,"Significant"
"FAM122B",2.76487198105249e-39,-0.582225951649378,1,1,4.1509023051541e-35,"Significant"
"USP32",6.0396390469816e-39,-0.668743414525345,0.996,1,9.06731010123347e-35,"Significant"
"NDUFA1",6.16584964599558e-39,-0.64125961207727,1,1,9.25679007353317e-35,"Significant"
"SCGB3A1",6.41936350603522e-39,-1.15220577997801,0.932,0.936,9.63739043161068e-35,"Significant"
"EHF",1.39987881044819e-38,-0.867796190005975,0.972,0.996,2.10163805812587e-34,"Significant"
"SLTM",2.48821146619814e-38,-0.674840769797991,0.998,1,3.73555187420327e-34,"Significant"
"NDUFB10",6.01892753096804e-38,-0.602547255179592,1,1,9.03621590224232e-34,"Significant"
"METRN",6.19241636325489e-38,-0.592032810028667,1,1,9.29667468615457e-34,"Significant"
"EPCAM",1.36178608071611e-37,-0.78093056738345,0.987,1,2.04444944297909e-33,"Significant"
"COX6A1",1.61500732874889e-37,-0.64644421233701,1,1,2.42461050265071e-33,"Significant"
"MIF",2.14777074913013e-37,-0.486848453473585,1,1,3.22444822566906e-33,"Significant"
"PKP3",2.86866490743075e-37,-0.645978151465906,1,1,4.30672662552579e-33,"Significant"
"PUF60",4.18946827278912e-37,-0.477217426391767,0.998,1,6.2896487179383e-33,"Significant"
"HSF1",4.45688594024947e-37,-0.448129884144257,1,1,6.69112286209654e-33,"Significant"
"APMAP",8.80405975088197e-37,-0.543788171696297,1,1,1.32175349039991e-32,"Significant"
"GINS2",1.2768207425628e-36,-0.806278514041322,0.993,0.996,1.91689098080953e-32,"Significant"
"TLK2",1.67271472725618e-36,-0.782279852855839,0.993,0.996,2.5112466200297e-32,"Significant"
"LRRC14",2.36529328949878e-36,-0.622350653200035,1,1,3.55101481552451e-32,"Significant"
"SUPT4H1",2.51587086221091e-36,-0.655284563915008,0.996,1,3.77707692543724e-32,"Significant"
"ESRP1",2.99276472935844e-36,-0.83584636938394,0.983,0.991,4.49303768818582e-32,"Significant"
