"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"RP11-281P23.1",3.41361539717775e-07,5.15293150666632,0.091,0,0.0111754940872805,"5","RP11-281P23.1"
"RHOH",3.41361539717775e-07,5.38025223681074,0.091,0,0.0111754940872805,"5","RHOH"
"RP11-100N20.1",3.41361539717775e-07,5.57964062007659,0.091,0,0.0111754940872805,"5","RP11-100N20.1"
"RP11-161D15.1",3.41361539717775e-07,5.39806937232385,0.091,0,0.0111754940872805,"5","RP11-161D15.1"
"DNAH5",3.41361539717775e-07,5.39806937232385,0.091,0,0.0111754940872805,"5","DNAH5"
"CTC-332L22.1",3.41361539717775e-07,5.15293150666632,0.091,0,0.0111754940872805,"5","CTC-332L22.1"
"SLC34A1",3.41361539717775e-07,5.16130708906157,0.091,0,0.0111754940872805,"5","SLC34A1"
"LINC00518",3.41361539717775e-07,5.18188227038064,0.091,0,0.0111754940872805,"5","LINC00518"
"GCNT2",3.41361539717775e-07,5.18944633812618,0.091,0,0.0111754940872805,"5","GCNT2"
"DCDC2",3.41361539717775e-07,5.15293150666632,0.091,0,0.0111754940872805,"5","DCDC2"
"LST1",3.41361539717775e-07,5.53438837578957,0.091,0,0.0111754940872805,"5","LST1"
"HLA-DMB",3.41361539717775e-07,5.53438837578957,0.091,0,0.0111754940872805,"5","HLA-DMB"
"ETV7",3.41361539717775e-07,5.39806937232385,0.091,0,0.0111754940872805,"5","ETV7"
"RP11-505P4.6",3.41361539717775e-07,5.39806937232385,0.091,0,0.0111754940872805,"5","RP11-505P4.6"
"RP1-104O17.2",3.41361539717775e-07,5.53438837578957,0.091,0,0.0111754940872805,"5","RP1-104O17.2"
"AC147651.3",3.41361539717775e-07,5.39806937232385,0.091,0,0.0111754940872805,"5","AC147651.3"
"CTA-293F17.1",3.41361539717775e-07,5.18188227038064,0.091,0,0.0111754940872805,"5","CTA-293F17.1"
"C7orf25",3.41361539717775e-07,5.18944633812618,0.091,0,0.0111754940872805,"5","C7orf25"
"AC074183.4",3.41361539717775e-07,5.18406801542565,0.091,0,0.0111754940872805,"5","AC074183.4"
"AC006159.3",3.41361539717775e-07,5.18406801542565,0.091,0,0.0111754940872805,"5","AC006159.3"
"FEZF1-AS1",3.41361539717775e-07,5.57964062007659,0.091,0,0.0111754940872805,"5","FEZF1-AS1"
"CHRM2",3.41361539717775e-07,5.18944633812618,0.091,0,0.0111754940872805,"5","CHRM2"
"AKR1D1",3.41361539717775e-07,5.15293150666632,0.091,0,0.0111754940872805,"5","AKR1D1"
"RP11-5C23.1",3.41361539717775e-07,5.57964062007659,0.091,0,0.0111754940872805,"5","RP11-5C23.1"
"REPS2",3.41361539717775e-07,5.18188227038064,0.091,0,0.0111754940872805,"5","REPS2"
"PPEF1",3.41361539717775e-07,5.96737703735264,0.091,0,0.0111754940872805,"5","PPEF1"
"BEX5",3.41361539717775e-07,5.25968270178514,0.091,0,0.0111754940872805,"5","BEX5"
"RAB33A",3.41361539717775e-07,5.53438837578957,0.091,0,0.0111754940872805,"5","RAB33A"
"WI2-80269A6.1",3.41361539717775e-07,5.18188227038064,0.091,0,0.0111754940872805,"5","WI2-80269A6.1"
"WASIR1",3.41361539717775e-07,5.38025223681074,0.091,0,0.0111754940872805,"5","WASIR1"
"RP11-439C15.5",3.41361539717775e-07,5.18406801542565,0.091,0,0.0111754940872805,"5","RP11-439C15.5"
"PRSS51",3.41361539717775e-07,5.39806937232385,0.091,0,0.0111754940872805,"5","PRSS51"
"RP11-875O11.1",3.41361539717775e-07,5.53438837578957,0.091,0,0.0111754940872805,"5","RP11-875O11.1"
"PNOC",3.41361539717775e-07,5.18944633812618,0.091,0,0.0111754940872805,"5","PNOC"
"RP11-360L9.7",3.41361539717775e-07,5.39806937232385,0.091,0,0.0111754940872805,"5","RP11-360L9.7"
"RP11-219B4.5",3.41361539717775e-07,5.16130708906157,0.091,0,0.0111754940872805,"5","RP11-219B4.5"
"LINC00536",3.41361539717775e-07,5.53438837578957,0.091,0,0.0111754940872805,"5","LINC00536"
"RP11-760H22.2",3.41361539717775e-07,5.57964062007659,0.091,0,0.0111754940872805,"5","RP11-760H22.2"
"RP11-238K6.1",3.41361539717775e-07,5.18188227038064,0.091,0,0.0111754940872805,"5","RP11-238K6.1"
"RP11-661A12.5",3.41361539717775e-07,5.57964062007659,0.091,0,0.0111754940872805,"5","RP11-661A12.5"
"AQP3",3.41361539717775e-07,5.16130708906157,0.091,0,0.0111754940872805,"5","AQP3"
"RP11-165J3.6",3.41361539717775e-07,5.18406801542565,0.091,0,0.0111754940872805,"5","RP11-165J3.6"
"LCN2",3.41361539717775e-07,6.11820822401089,0.091,0,0.0111754940872805,"5","LCN2"
"DBH",3.41361539717775e-07,5.39806937232385,0.091,0,0.0111754940872805,"5","DBH"
"C10orf111",3.41361539717775e-07,5.25968270178514,0.091,0,0.0111754940872805,"5","C10orf111"
"C10orf10",3.41361539717775e-07,5.18406801542565,0.091,0,0.0111754940872805,"5","C10orf10"
"RP11-57G10.8",3.41361539717775e-07,5.53438837578957,0.091,0,0.0111754940872805,"5","RP11-57G10.8"
"CYP26A1",3.41361539717775e-07,5.15293150666632,0.091,0,0.0111754940872805,"5","CYP26A1"
"ANKRD2",3.41361539717775e-07,5.25968270178514,0.091,0,0.0111754940872805,"5","ANKRD2"
"RP11-179B2.2",3.41361539717775e-07,5.25968270178514,0.091,0,0.0111754940872805,"5","RP11-179B2.2"
"KAZALD1",3.41361539717775e-07,5.18944633812618,0.091,0,0.0111754940872805,"5","KAZALD1"
"RP11-127L20.3",3.41361539717775e-07,5.15293150666632,0.091,0,0.0111754940872805,"5","RP11-127L20.3"
"NANOS1",3.41361539717775e-07,5.38025223681074,0.091,0,0.0111754940872805,"5","NANOS1"
"DPYSL4",3.41361539717775e-07,5.18188227038064,0.091,0,0.0111754940872805,"5","DPYSL4"
"SMPD1",3.41361539717775e-07,5.18406801542565,0.091,0,0.0111754940872805,"5","SMPD1"
"LMO2",3.41361539717775e-07,5.18406801542565,0.091,0,0.0111754940872805,"5","LMO2"
"AP000442.4",3.41361539717775e-07,5.53438837578957,0.091,0,0.0111754940872805,"5","AP000442.4"
"RP11-467L20.10",3.41361539717775e-07,5.18188227038064,0.091,0,0.0111754940872805,"5","RP11-467L20.10"
"RP11-839D17.3",3.41361539717775e-07,5.15293150666632,0.091,0,0.0111754940872805,"5","RP11-839D17.3"
"TMPRSS5",3.41361539717775e-07,5.38025223681074,0.091,0,0.0111754940872805,"5","TMPRSS5"
"RERG",3.41361539717775e-07,5.18944633812618,0.091,0,0.0111754940872805,"5","RERG"
"C12orf39",3.41361539717775e-07,6.11820822401089,0.091,0,0.0111754940872805,"5","C12orf39"
"RP11-46I1.1",3.41361539717775e-07,5.18406801542565,0.091,0,0.0111754940872805,"5","RP11-46I1.1"
"HOXC10",3.41361539717775e-07,5.18944633812618,0.091,0,0.0111754940872805,"5","HOXC10"
"HOXC5",3.41361539717775e-07,5.53438837578957,0.091,0,0.0111754940872805,"5","HOXC5"
"C12orf61",3.41361539717775e-07,5.57964062007659,0.091,0,0.0111754940872805,"5","C12orf61"
"RP11-181C3.1",3.41361539717775e-07,5.18944633812618,0.091,0,0.0111754940872805,"5","RP11-181C3.1"
"C12orf42",3.41361539717775e-07,5.57964062007659,0.091,0,0.0111754940872805,"5","C12orf42"
"TCP11L2",3.41361539717775e-07,5.57964062007659,0.091,0,0.0111754940872805,"5","TCP11L2"
"RNASE4",3.41361539717775e-07,5.53438837578957,0.091,0,0.0111754940872805,"5","RNASE4"
"ARHGEF40",3.41361539717775e-07,5.15293150666632,0.091,0,0.0111754940872805,"5","ARHGEF40"
"PTGER2",3.41361539717775e-07,5.39806937232385,0.091,0,0.0111754940872805,"5","PTGER2"
"RP11-44N21.1",3.41361539717775e-07,5.18406801542565,0.091,0,0.0111754940872805,"5","RP11-44N21.1"
"RP11-210M15.2",3.41361539717775e-07,5.15293150666632,0.091,0,0.0111754940872805,"5","RP11-210M15.2"
"RP11-505E24.3",3.41361539717775e-07,5.18188227038064,0.091,0,0.0111754940872805,"5","RP11-505E24.3"
"RHBDF1",3.41361539717775e-07,5.53438837578957,0.091,0,0.0111754940872805,"5","RHBDF1"
"ZG16B",3.41361539717775e-07,5.15293150666632,0.091,0,0.0111754940872805,"5","ZG16B"
"HS3ST4",3.41361539717775e-07,5.15293150666632,0.091,0,0.0111754940872805,"5","HS3ST4"
"RP11-305A4.3",3.41361539717775e-07,5.18406801542565,0.091,0,0.0111754940872805,"5","RP11-305A4.3"
"MT1G",3.41361539717775e-07,5.39806937232385,0.091,0,0.0111754940872805,"5","MT1G"
"NDRG4",3.41361539717775e-07,5.38025223681074,0.091,0,0.0111754940872805,"5","NDRG4"
"RP11-368L12.1",3.41361539717775e-07,5.18944633812618,0.091,0,0.0111754940872805,"5","RP11-368L12.1"
"CDH16",3.41361539717775e-07,5.25968270178514,0.091,0,0.0111754940872805,"5","CDH16"
"CES4A",3.41361539717775e-07,5.38025223681074,0.091,0,0.0111754940872805,"5","CES4A"
"SLC22A31",3.41361539717775e-07,5.15293150666632,0.091,0,0.0111754940872805,"5","SLC22A31"
"SPNS3",3.41361539717775e-07,5.25968270178514,0.091,0,0.0111754940872805,"5","SPNS3"
"MYH13",3.41361539717775e-07,5.15293150666632,0.091,0,0.0111754940872805,"5","MYH13"
"RP11-524F11.2",3.41361539717775e-07,5.38025223681074,0.091,0,0.0111754940872805,"5","RP11-524F11.2"
"LYRM9",3.41361539717775e-07,5.53438837578957,0.091,0,0.0111754940872805,"5","LYRM9"
"RP11-690G19.3",3.41361539717775e-07,5.16130708906157,0.091,0,0.0111754940872805,"5","RP11-690G19.3"
"KRTAP4-9",3.41361539717775e-07,5.25968270178514,0.091,0,0.0111754940872805,"5","KRTAP4-9"
"RAMP2-AS1",3.41361539717775e-07,5.53438837578957,0.091,0,0.0111754940872805,"5","RAMP2-AS1"
"PTGES3L",3.41361539717775e-07,5.15293150666632,0.091,0,0.0111754940872805,"5","PTGES3L"
"RND2",3.41361539717775e-07,5.18188227038064,0.091,0,0.0111754940872805,"5","RND2"
"RP11-433M22.2",3.41361539717775e-07,5.18406801542565,0.091,0,0.0111754940872805,"5","RP11-433M22.2"
"HOXB2",3.41361539717775e-07,5.18406801542565,0.091,0,0.0111754940872805,"5","HOXB2"
"TBC1D3P1-DHX40P1",3.41361539717775e-07,5.18406801542565,0.091,0,0.0111754940872805,"5","TBC1D3P1-DHX40P1"
"RP11-549B18.1",3.41361539717775e-07,5.16130708906157,0.091,0,0.0111754940872805,"5","RP11-549B18.1"
"RP11-484N16.1",3.41361539717775e-07,5.25968270178514,0.091,0,0.0111754940872805,"5","RP11-484N16.1"
"SNPH",3.41361539717775e-07,5.18406801542565,0.091,0,0.0111754940872805,"5","SNPH"
"SDCBP2",3.41361539717775e-07,5.50428265906826,0.091,0,0.0111754940872805,"5","SDCBP2"
"SIRPB1",3.41361539717775e-07,5.24899997476488,0.091,0,0.0111754940872805,"5","SIRPB1"
"RP3-322G13.5",3.41361539717775e-07,5.18406801542565,0.091,0,0.0111754940872805,"5","RP3-322G13.5"
"ICAM1",3.41361539717775e-07,5.39806937232385,0.091,0,0.0111754940872805,"5","ICAM1"
"C19orf57",3.41361539717775e-07,5.38025223681074,0.091,0,0.0111754940872805,"5","C19orf57"
"SLC1A6",3.41361539717775e-07,5.18944633812618,0.091,0,0.0111754940872805,"5","SLC1A6"
"CEBPA-AS1",3.41361539717775e-07,5.15293150666632,0.091,0,0.0111754940872805,"5","CEBPA-AS1"
"PLA2G4C",3.41361539717775e-07,5.18944633812618,0.091,0,0.0111754940872805,"5","PLA2G4C"
"CLDND2",3.41361539717775e-07,5.18406801542565,0.091,0,0.0111754940872805,"5","CLDND2"
"AC003005.2",3.41361539717775e-07,5.18406801542565,0.091,0,0.0111754940872805,"5","AC003005.2"
"AC006946.16",3.41361539717775e-07,5.18188227038064,0.091,0,0.0111754940872805,"5","AC006946.16"
"AC000068.9",3.41361539717775e-07,5.15293150666632,0.091,0,0.0111754940872805,"5","AC000068.9"
"MB",3.41361539717775e-07,5.18944633812618,0.091,0,0.0111754940872805,"5","MB"
"NCF4",3.41361539717775e-07,5.25968270178514,0.091,0,0.0111754940872805,"5","NCF4"
"DSCAM",3.41361539717775e-07,5.53438837578957,0.091,0,0.0111754940872805,"5","DSCAM"
"CLK3",3.52130466381985e-07,0.764353021920319,0.545,0.069,0.0115280472084134,"5","CLK3"
"KHDRBS31",3.52872569175613e-07,1.02606508299698,0.727,0.115,0.0115523421696712,"5","KHDRBS3"
"C9orf1422",3.62080005053087e-07,1.30036941263576,0.909,0.181,0.011853775205428,"5","C9orf142"
"SRA11",3.9064287002209e-07,1.30113554806225,1,0.236,0.0127888662787832,"5","SRA1"
"RPUSD11",3.98599983871743e-07,1.41333222173238,0.636,0.097,0.0130493662719931,"5","RPUSD1"
"TCEAL8",4.07097854943398e-07,1.19893811020299,1,0.226,0.013327569575137,"5","TCEAL8"
"TMEM200B",4.07138857933752e-07,2.67996272221541,0.273,0.017,0.0133289119310352,"5","TMEM200B"
"C1orf53",4.07138857933752e-07,2.63030317429258,0.273,0.017,0.0133289119310352,"5","C1orf53"
"RINT11",4.0813129678644e-07,0.839608184392786,0.818,0.142,0.0133614023941945,"5","RINT1"
"TNFSF12",4.35202682201739e-07,1.72668959919883,0.273,0.017,0.0142476654099205,"5","TNFSF12"
"TMEM134",4.35697021256427e-07,0.672937543212691,0.636,0.09,0.0142638490818929,"5","TMEM134"
"TRIM47",4.43185979585864e-07,0.718965966750762,0.727,0.118,0.014509022599682,"5","TRIM47"
"PKIG1",4.43185979585864e-07,1.03925910361971,0.727,0.118,0.014509022599682,"5","PKIG"
"PRSS3",4.52323270387361e-07,1.17646174119521,0.909,0.188,0.0148081592259414,"5","PRSS3"
"FABP6",4.65128179244337e-07,1.45731296860998,0.273,0.017,0.0152273663321011,"5","FABP6"
"F8A1",4.65128179244337e-07,2.72624912375528,0.273,0.017,0.0152273663321011,"5","F8A1"
"ADCK5",4.65128179244337e-07,1.79814286297722,0.273,0.017,0.0152273663321011,"5","ADCK5"
"ARMC5",4.65128179244337e-07,1.80393413306717,0.273,0.017,0.0152273663321011,"5","ARMC5"
"CTC-232P5.1",4.65128179244337e-07,3.0351590334172,0.273,0.017,0.0152273663321011,"5","CTC-232P5.1"
"H2AFY21",4.80889870905088e-07,0.666767852299992,0.909,0.163,0.0157433725936908,"5","H2AFY2"
"MANBAL1",4.85994892745181e-07,1.14712223020263,0.727,0.118,0.0159105007986917,"5","MANBAL"
"NFS1",5.01840127124891e-07,1.26192351787203,0.455,0.052,0.0164292420818147,"5","NFS1"
"HTRA2",5.38028510744905e-07,0.818200466710918,0.636,0.094,0.0176139773847667,"5","HTRA2"
"ILK1",5.38028510744905e-07,1.24746162544368,0.636,0.094,0.0176139773847667,"5","ILK"
"NUPL2",5.54941600382742e-07,0.647180266259148,0.909,0.17,0.0181676781133302,"5","NUPL2"
"CEBPB",5.65915336148472e-07,1.43883312243986,1,0.219,0.0185269362748287,"5","CEBPB"
"TRPM2",5.70358587704791e-07,1.14663935604156,0.455,0.052,0.0186723994442794,"5","TRPM2"
"SSSCA1",5.825697491038e-07,1.34290004787332,0.909,0.205,0.0190721684461602,"5","SSSCA1"
"KCNQ2",6.10142551936962e-07,1.10132507737349,0.818,0.156,0.0199748468653123,"5","KCNQ2"
"SMCO4",6.39711033585733e-07,0.377897011245333,0.727,0.118,0.0209428598175297,"5","SMCO4"
"RECQL",6.40091538095593e-07,1.12308751766369,0.727,0.122,0.0209553167741735,"5","RECQL"
"MRPL37",6.61540153039023e-07,1.31929138827235,1,0.25,0.0216575015301915,"5","MRPL37"
"EIF5AL1",6.90679970842949e-07,1.63083610314409,0.727,0.135,0.0226114808854565,"5","EIF5AL1"
"GALK1",7.04977405080415e-07,0.92521035124691,0.545,0.076,0.0230795502875226,"5","GALK1"
"G6PD",7.15460313848565e-07,1.05120730946364,0.636,0.101,0.0234227397547743,"5","G6PD"
"UFSP2",7.18138324947289e-07,1.16935604502114,0.727,0.125,0.0235104124821243,"5","UFSP2"
"TMEM981",7.30901696889208e-07,1.44516807856438,0.545,0.073,0.0239282597527589,"5","TMEM98"
"DGCR6L1",7.502472608982e-07,2.20559851611453,0.636,0.104,0.0245615948272853,"5","DGCR6L"
"C11orf57",7.67181412941484e-07,0.570078992731686,0.727,0.118,0.0251159850968783,"5","C11orf57"
"ZNRD1",7.8449399446284e-07,1.20065717645719,0.909,0.191,0.0256827643907245,"5","ZNRD1"
"SOCS21",7.86558736140137e-07,1.2675147971134,0.545,0.073,0.0257503599037558,"5","SOCS2"
"TESK1",7.92215075249099e-07,4.5840759462312,0.182,0.007,0.025935537133505,"5","TESK1"
"RFK",8.08603924119157e-07,0.682668690077153,1,0.215,0.026472075267813,"5","RFK"
"ARFIP2",8.13392023461839e-07,0.348675844412234,0.727,0.122,0.0266288280640937,"5","ARFIP2"
"VPS281",8.16627758145147e-07,0.956071918169783,1,0.222,0.0267347595461558,"5","VPS28"
"TMEM9B",8.23552049311143e-07,0.88762683010269,0.818,0.156,0.0269614469903482,"5","TMEM9B"
"BATF31",8.34389475288203e-07,1.68221737928532,0.455,0.052,0.0273162426419852,"5","BATF3"
"CRYZL1",8.34389475288203e-07,1.40494609677176,0.455,0.052,0.0273162426419852,"5","CRYZL1"
"DRG2",8.46286808338467e-07,0.804383096258248,0.545,0.073,0.0277057375313847,"5","DRG2"
"PCOLCE",8.68013902557996e-07,4.48369851564087,0.182,0.007,0.0284170391419437,"5","PCOLCE"
"METTL20",8.68013902557996e-07,4.32217164227381,0.182,0.007,0.0284170391419437,"5","METTL20"
"USP30",8.68013902557996e-07,4.51319613598271,0.182,0.007,0.0284170391419437,"5","USP30"
"YIF1B1",8.77765719098509e-07,1.47491121555424,0.545,0.073,0.028736294111847,"5","YIF1B"
"TOR1A1",8.93251402131322e-07,1.09161801077829,0.818,0.153,0.0292432644029752,"5","TOR1A"
"MRPL46",9.15493573454493e-07,0.958365597039432,0.818,0.17,0.0299714286077532,"5","MRPL46"
"UTS2",9.50772116023788e-07,3.91178329939884,0.182,0.007,0.0311263775343868,"5","UTS2"
"TCEA3",9.50772116023788e-07,3.66160177858091,0.182,0.007,0.0311263775343868,"5","TCEA3"
"IQCC",9.50772116023788e-07,3.20920307942415,0.182,0.007,0.0311263775343868,"5","IQCC"
"USP21",9.50772116023788e-07,3.94648072583202,0.182,0.007,0.0311263775343868,"5","USP21"
"IL17RC",9.50772116023788e-07,2.18298921112397,0.182,0.007,0.0311263775343868,"5","IL17RC"
"CSRNP1",9.50772116023788e-07,4.0855988760242,0.182,0.007,0.0311263775343868,"5","CSRNP1"
"CLGN",9.50772116023788e-07,1.85909657470407,0.182,0.007,0.0311263775343868,"5","CLGN"
"MAGIX",9.50772116023788e-07,3.71051466064582,0.182,0.007,0.0311263775343868,"5","MAGIX"
"USP27X",9.50772116023788e-07,2.05276653720642,0.182,0.007,0.0311263775343868,"5","USP27X"
"DAPK1",9.50772116023788e-07,3.44004855347813,0.182,0.007,0.0311263775343868,"5","DAPK1"
"RHEBL1",9.50772116023788e-07,4.33767303569922,0.182,0.007,0.0311263775343868,"5","RHEBL1"
"PARD6A",9.50772116023788e-07,2.45836543593027,0.182,0.007,0.0311263775343868,"5","PARD6A"
"RP11-46C24.7",9.50772116023788e-07,3.71149253116541,0.182,0.007,0.0311263775343868,"5","RP11-46C24.7"
"RP11-166P13.3",9.50772116023788e-07,3.11092584403103,0.182,0.007,0.0311263775343868,"5","RP11-166P13.3"
"RP11-160O5.1",9.50772116023788e-07,4.00123613042529,0.182,0.007,0.0311263775343868,"5","RP11-160O5.1"
"KLHL26",9.50772116023788e-07,1.71135336275448,0.182,0.007,0.0311263775343868,"5","KLHL26"
"TTC9B",9.50772116023788e-07,3.88227078913619,0.182,0.007,0.0311263775343868,"5","TTC9B"
"MED81",9.6859202917615e-07,1.05805741362466,0.818,0.156,0.0317097658511688,"5","MED8"
"TXNDC91",1.01027519315401e-06,0.891998699900426,0.727,0.128,0.0330743892734761,"5","TXNDC9"
"MRPS61",1.01107639696044e-06,1.28270537739473,1,0.247,0.0331006190836908,"5","MRPS6"
"CD2BP22",1.01598552740817e-06,0.622841261492808,0.818,0.146,0.0332613341962887,"5","CD2BP2"
"GCA",1.02088166169413e-06,1.6614709217297,0.364,0.035,0.0334216238405423,"5","GCA"
"C11orf73",1.02179077854717e-06,0.951675923160987,1,0.212,0.0334513865080771,"5","C11orf73"
"MPLKIP",1.02497150446653e-06,1.16343001581079,1,0.257,0.0335555171132252,"5","MPLKIP"
"B4GALT4",1.07241431361118e-06,2.02901890933846,0.364,0.035,0.0351086997990028,"5","B4GALT4"
"ZNF622",1.08444849480595e-06,0.796627082837607,0.727,0.125,0.0355026748229571,"5","ZNF622"
"SMUG12",1.08444849480595e-06,1.15437540968576,0.727,0.125,0.0355026748229571,"5","SMUG1"
"ALKBH31",1.08466163852856e-06,1.55248406044617,0.545,0.076,0.0355096527221478,"5","ALKBH3"
"TRIM161",1.09418618614691e-06,0.996957507952193,0.727,0.122,0.0358214673620775,"5","TRIM16"
"WDTC1",1.18309172389913e-06,1.64300466511582,0.364,0.035,0.0387320568570097,"5","WDTC1"
"C4orf46",1.18309172389913e-06,2.06219699882251,0.364,0.035,0.0387320568570097,"5","C4orf46"
"C16orf59",1.18309172389913e-06,2.20126213294951,0.364,0.035,0.0387320568570097,"5","C16orf59"
"NECAB3",1.18309172389913e-06,1.4834897585159,0.364,0.035,0.0387320568570097,"5","NECAB3"
"PYCR2",1.19522925301542e-06,0.505303107738986,0.727,0.122,0.0391294152852188,"5","PYCR2"
"BABAM12",1.25879622068917e-06,1.03010593242888,1,0.208,0.0412104706729222,"5","BABAM1"
"ATP6V1D",1.27609843951476e-06,1.01074716055479,0.909,0.198,0.0417769107128342,"5","ATP6V1D"
"POLR2C2",1.33459013675973e-06,1.09016364434325,0.909,0.194,0.0436918118972402,"5","POLR2C"
"IRAK11",1.33588408541198e-06,0.921727988163856,0.818,0.156,0.0437341731882174,"5","IRAK1"
"AKR7A2",1.33603281309777e-06,1.52322388107073,0.909,0.236,0.0437390422351946,"5","AKR7A2"
"VPS72",1.36857114825435e-06,0.46462499843179,0.727,0.125,0.0448042822515509,"5","VPS72"
"CIB11",1.3729751074561e-06,1.2482246453978,1,0.243,0.0449484590678979,"5","CIB1"
"TRIM272",1.38388537710923e-06,0.599049762562405,0.727,0.122,0.0453056394758021,"5","TRIM27"
"SEPHS21",1.38782283680499e-06,1.87566998881695,0.818,0.163,0.0454345440313218,"5","SEPHS2"
"RPS6KB22",1.39935044196292e-06,1.11205124014949,0.636,0.101,0.0458119347689822,"5","RPS6KB2"
"FADD",1.40245416417451e-06,1.67369263656908,0.455,0.056,0.0459135444267452,"5","FADD"
"KIAA20131",1.41997125333047e-06,0.767649272861688,0.909,0.17,0.0464870188915329,"5","KIAA2013"
"ACAT21",1.44121279653104e-06,0.853703047416463,0.727,0.132,0.0471824245328333,"5","ACAT2"
"NAPRT11",1.45209009054446e-06,0.981443883892159,0.818,0.153,0.0475385253842444,"5","NAPRT1"
"RHOC",1.4700361163681e-06,1.27743721477282,1,0.243,0.0481260423776587,"5","RHOC"
"NSFL1C",1.47057729186069e-06,1.09929784142945,0.909,0.212,0.0481437593809353,"5","NSFL1C"
"C12orf10",1.5078952230395e-06,0.699456827356991,1,0.219,0.0493654738118671,"5","C12orf10"
"CHAF1B1",1.53625025347581e-06,0.970163946413683,0.727,0.125,0.0502937607982911,"5","CHAF1B"
"UAP11",1.55568540381584e-06,1.11587352682868,0.818,0.16,0.0509300287501228,"5","UAP1"
"FARSA1",1.61257754045156e-06,1.00607882740321,1,0.25,0.0527925635193032,"5","FARSA"
"FDX1L",1.64657137216334e-06,1.5801689787729,0.455,0.056,0.0539054535818835,"5","FDX1L"
"MCTS11",1.66463785013484e-06,1.18939670350625,1,0.264,0.0544969139377145,"5","MCTS1"
"ACOT91",1.68531328001013e-06,0.755768216939006,0.909,0.188,0.0551737861609717,"5","ACOT9"
"ERI21",1.74347503607218e-06,1.10024589865652,0.636,0.101,0.0570778857309311,"5","ERI2"
"FAM127B",1.77353835861961e-06,0.652027166258431,0.818,0.16,0.0580620987844888,"5","FAM127B"
"TRNP1",1.78144380531698e-06,1.8194934991356,0.455,0.059,0.0583209072984674,"5","TRNP1"
"TSPAN17",1.78346553594843e-06,1.20934942385281,0.455,0.056,0.0583870947158796,"5","TSPAN17"
"PLSCR11",1.81267462033803e-06,1.75553792586015,0.727,0.135,0.0593433417206263,"5","PLSCR1"
"TIMM221",1.88377491094043e-06,1.06104133983985,0.909,0.201,0.0616710230343679,"5","TIMM22"
"HTATIP21",1.89042052121877e-06,0.84757546396033,0.909,0.184,0.06188858702366,"5","HTATIP2"
